Year,Region,Stage,Technology,Cost
2030,SSA,mine,brine,122.7826507
2031,SSA,mine,brine,116.9358578
2032,SSA,mine,brine,111.3674836
2033,SSA,mine,brine,106.0642701
2034,SSA,mine,brine,101.0135906
2035,SSA,mine,brine,96.20341962
2036,SSA,mine,brine,91.6223044
2037,SSA,mine,brine,87.25933752
2038,SSA,mine,brine,83.10413097
2039,SSA,mine,brine,79.1467914
2040,SSA,mine,brine,75.37789657
2041,SSA,mine,brine,71.78847293
2042,SSA,mine,brine,68.36997422
2043,SSA,mine,brine,65.11426116
2044,SSA,mine,brine,62.01358206
2045,SSA,mine,brine,59.06055434
2046,SSA,mine,brine,56.24814699
2047,SSA,mine,brine,53.5696638
2048,SSA,mine,brine,51.01872743
2049,SSA,mine,brine,48.58926422
2050,SSA,mine,brine,46.27548973
2051,SSA,mine,brine,44.07189498
2052,SSA,mine,brine,41.97323332
2053,SSA,mine,brine,39.97450792
2054,SSA,mine,brine,38.07095992
2055,SSA,mine,brine,36.25805707
2056,SSA,mine,brine,34.53148292
2057,SSA,mine,brine,32.88712659
2058,SSA,mine,brine,31.32107295
2059,SSA,mine,brine,29.82959328
2060,SSA,mine,brine,28.40913646
2061,SSA,mine,brine,27.05632044
2062,SSA,mine,brine,25.76792423
2063,SSA,mine,brine,24.54088022
2064,SSA,mine,brine,23.37226687
2065,SSA,mine,brine,22.25930178
2066,SSA,mine,brine,21.19933503
2067,SSA,mine,brine,20.18984289
2068,SSA,mine,brine,19.2284218
2069,SSA,mine,brine,18.31278266
2070,SSA,mine,brine,17.44074539
2071,SSA,mine,brine,16.61023371
2072,SSA,mine,brine,15.8192702
2073,SSA,mine,brine,15.06597162
2074,SSA,mine,brine,14.3485444
2075,SSA,mine,brine,13.66528038
2076,SSA,mine,brine,13.01455274
2077,SSA,mine,brine,12.39481214
2078,SSA,mine,brine,11.80458299
2079,SSA,mine,brine,11.24245999
2080,SSA,mine,brine,10.70710475
2081,SSA,mine,brine,10.19724262
2082,SSA,mine,brine,9.711659637
2083,SSA,mine,brine,9.249199654
2084,SSA,mine,brine,8.808761575
2085,SSA,mine,brine,8.389296738
2086,SSA,mine,brine,7.989806417
2087,SSA,mine,brine,7.609339445
2088,SSA,mine,brine,7.246989948
2089,SSA,mine,brine,6.901895188
2090,SSA,mine,brine,6.573233513
2091,SSA,mine,brine,6.260222393
2092,SSA,mine,brine,5.962116565
2093,SSA,mine,brine,5.678206252
2094,SSA,mine,brine,5.407815478
2095,SSA,mine,brine,5.150300455
2096,SSA,mine,brine,4.905048053
2097,SSA,mine,brine,4.671474336
2098,SSA,mine,brine,4.449023177
2099,SSA,mine,brine,4.237164931
2100,SSA,mine,brine,4.035395172
2020,SSA,mine,spod,200
2021,SSA,mine,spod,190.4761905
2022,SSA,mine,spod,181.4058957
2023,SSA,mine,spod,172.7675197
2024,SSA,mine,spod,164.540495
2025,SSA,mine,spod,156.7052333
2026,SSA,mine,spod,149.2430793
2027,SSA,mine,spod,142.136266
2028,SSA,mine,spod,135.3678724
2029,SSA,mine,spod,128.9217832
2030,SSA,mine,spod,122.7826507
2031,SSA,mine,spod,116.9358578
2032,SSA,mine,spod,111.3674836
2033,SSA,mine,spod,106.0642701
2034,SSA,mine,spod,101.0135906
2035,SSA,mine,spod,96.20341962
2036,SSA,mine,spod,91.6223044
2037,SSA,mine,spod,87.25933752
2038,SSA,mine,spod,83.10413097
2039,SSA,mine,spod,79.1467914
2040,SSA,mine,spod,75.37789657
2041,SSA,mine,spod,71.78847293
2042,SSA,mine,spod,68.36997422
2043,SSA,mine,spod,65.11426116
2044,SSA,mine,spod,62.01358206
2045,SSA,mine,spod,59.06055434
2046,SSA,mine,spod,56.24814699
2047,SSA,mine,spod,53.5696638
2048,SSA,mine,spod,51.01872743
2049,SSA,mine,spod,48.58926422
2050,SSA,mine,spod,46.27548973
2051,SSA,mine,spod,44.07189498
2052,SSA,mine,spod,41.97323332
2053,SSA,mine,spod,39.97450792
2054,SSA,mine,spod,38.07095992
2055,SSA,mine,spod,36.25805707
2056,SSA,mine,spod,34.53148292
2057,SSA,mine,spod,32.88712659
2058,SSA,mine,spod,31.32107295
2059,SSA,mine,spod,29.82959328
2060,SSA,mine,spod,28.40913646
2061,SSA,mine,spod,27.05632044
2062,SSA,mine,spod,25.76792423
2063,SSA,mine,spod,24.54088022
2064,SSA,mine,spod,23.37226687
2065,SSA,mine,spod,22.25930178
2066,SSA,mine,spod,21.19933503
2067,SSA,mine,spod,20.18984289
2068,SSA,mine,spod,19.2284218
2069,SSA,mine,spod,18.31278266
2070,SSA,mine,spod,17.44074539
2071,SSA,mine,spod,16.61023371
2072,SSA,mine,spod,15.8192702
2073,SSA,mine,spod,15.06597162
2074,SSA,mine,spod,14.3485444
2075,SSA,mine,spod,13.66528038
2076,SSA,mine,spod,13.01455274
2077,SSA,mine,spod,12.39481214
2078,SSA,mine,spod,11.80458299
2079,SSA,mine,spod,11.24245999
2080,SSA,mine,spod,10.70710475
2081,SSA,mine,spod,10.19724262
2082,SSA,mine,spod,9.711659637
2083,SSA,mine,spod,9.249199654
2084,SSA,mine,spod,8.808761575
2085,SSA,mine,spod,8.389296738
2086,SSA,mine,spod,7.989806417
2087,SSA,mine,spod,7.609339445
2088,SSA,mine,spod,7.246989948
2089,SSA,mine,spod,6.901895188
2090,SSA,mine,spod,6.573233513
2091,SSA,mine,spod,6.260222393
2092,SSA,mine,spod,5.962116565
2093,SSA,mine,spod,5.678206252
2094,SSA,mine,spod,5.407815478
2095,SSA,mine,spod,5.150300455
2096,SSA,mine,spod,4.905048053
2097,SSA,mine,spod,4.671474336
2098,SSA,mine,spod,4.449023177
2099,SSA,mine,spod,4.237164931
2100,SSA,mine,spod,4.035395172
2020,SSA,mine,clay,200
2021,SSA,mine,clay,190.4761905
2022,SSA,mine,clay,181.4058957
2023,SSA,mine,clay,172.7675197
2024,SSA,mine,clay,164.540495
2025,SSA,mine,clay,156.7052333
2026,SSA,mine,clay,149.2430793
2027,SSA,mine,clay,142.136266
2028,SSA,mine,clay,135.3678724
2029,SSA,mine,clay,128.9217832
2030,SSA,mine,clay,122.7826507
2031,SSA,mine,clay,116.9358578
2032,SSA,mine,clay,111.3674836
2033,SSA,mine,clay,106.0642701
2034,SSA,mine,clay,101.0135906
2035,SSA,mine,clay,96.20341962
2036,SSA,mine,clay,91.6223044
2037,SSA,mine,clay,87.25933752
2038,SSA,mine,clay,83.10413097
2039,SSA,mine,clay,79.1467914
2040,SSA,mine,clay,75.37789657
2041,SSA,mine,clay,71.78847293
2042,SSA,mine,clay,68.36997422
2043,SSA,mine,clay,65.11426116
2044,SSA,mine,clay,62.01358206
2045,SSA,mine,clay,59.06055434
2046,SSA,mine,clay,56.24814699
2047,SSA,mine,clay,53.5696638
2048,SSA,mine,clay,51.01872743
2049,SSA,mine,clay,48.58926422
2050,SSA,mine,clay,46.27548973
2051,SSA,mine,clay,44.07189498
2052,SSA,mine,clay,41.97323332
2053,SSA,mine,clay,39.97450792
2054,SSA,mine,clay,38.07095992
2055,SSA,mine,clay,36.25805707
2056,SSA,mine,clay,34.53148292
2057,SSA,mine,clay,32.88712659
2058,SSA,mine,clay,31.32107295
2059,SSA,mine,clay,29.82959328
2060,SSA,mine,clay,28.40913646
2061,SSA,mine,clay,27.05632044
2062,SSA,mine,clay,25.76792423
2063,SSA,mine,clay,24.54088022
2064,SSA,mine,clay,23.37226687
2065,SSA,mine,clay,22.25930178
2066,SSA,mine,clay,21.19933503
2067,SSA,mine,clay,20.18984289
2068,SSA,mine,clay,19.2284218
2069,SSA,mine,clay,18.31278266
2070,SSA,mine,clay,17.44074539
2071,SSA,mine,clay,16.61023371
2072,SSA,mine,clay,15.8192702
2073,SSA,mine,clay,15.06597162
2074,SSA,mine,clay,14.3485444
2075,SSA,mine,clay,13.66528038
2076,SSA,mine,clay,13.01455274
2077,SSA,mine,clay,12.39481214
2078,SSA,mine,clay,11.80458299
2079,SSA,mine,clay,11.24245999
2080,SSA,mine,clay,10.70710475
2081,SSA,mine,clay,10.19724262
2082,SSA,mine,clay,9.711659637
2083,SSA,mine,clay,9.249199654
2084,SSA,mine,clay,8.808761575
2085,SSA,mine,clay,8.389296738
2086,SSA,mine,clay,7.989806417
2087,SSA,mine,clay,7.609339445
2088,SSA,mine,clay,7.246989948
2089,SSA,mine,clay,6.901895188
2090,SSA,mine,clay,6.573233513
2091,SSA,mine,clay,6.260222393
2092,SSA,mine,clay,5.962116565
2093,SSA,mine,clay,5.678206252
2094,SSA,mine,clay,5.407815478
2095,SSA,mine,clay,5.150300455
2096,SSA,mine,clay,4.905048053
2097,SSA,mine,clay,4.671474336
2098,SSA,mine,clay,4.449023177
2099,SSA,mine,clay,4.237164931
2100,SSA,mine,clay,4.035395172
2020,ME,mine,brine,200
2021,ME,mine,brine,190.4761905
2022,ME,mine,brine,181.4058957
2023,ME,mine,brine,172.7675197
2024,ME,mine,brine,164.540495
2025,ME,mine,brine,156.7052333
2026,ME,mine,brine,149.2430793
2027,ME,mine,brine,142.136266
2028,ME,mine,brine,135.3678724
2029,ME,mine,brine,128.9217832
2030,ME,mine,brine,122.7826507
2031,ME,mine,brine,116.9358578
2032,ME,mine,brine,111.3674836
2033,ME,mine,brine,106.0642701
2034,ME,mine,brine,101.0135906
2035,ME,mine,brine,96.20341962
2036,ME,mine,brine,91.6223044
2037,ME,mine,brine,87.25933752
2038,ME,mine,brine,83.10413097
2039,ME,mine,brine,79.1467914
2040,ME,mine,brine,75.37789657
2041,ME,mine,brine,71.78847293
2042,ME,mine,brine,68.36997422
2043,ME,mine,brine,65.11426116
2044,ME,mine,brine,62.01358206
2045,ME,mine,brine,59.06055434
2046,ME,mine,brine,56.24814699
2047,ME,mine,brine,53.5696638
2048,ME,mine,brine,51.01872743
2049,ME,mine,brine,48.58926422
2050,ME,mine,brine,46.27548973
2051,ME,mine,brine,44.07189498
2052,ME,mine,brine,41.97323332
2053,ME,mine,brine,39.97450792
2054,ME,mine,brine,38.07095992
2055,ME,mine,brine,36.25805707
2056,ME,mine,brine,34.53148292
2057,ME,mine,brine,32.88712659
2058,ME,mine,brine,31.32107295
2059,ME,mine,brine,29.82959328
2060,ME,mine,brine,28.40913646
2061,ME,mine,brine,27.05632044
2062,ME,mine,brine,25.76792423
2063,ME,mine,brine,24.54088022
2064,ME,mine,brine,23.37226687
2065,ME,mine,brine,22.25930178
2066,ME,mine,brine,21.19933503
2067,ME,mine,brine,20.18984289
2068,ME,mine,brine,19.2284218
2069,ME,mine,brine,18.31278266
2070,ME,mine,brine,17.44074539
2071,ME,mine,brine,16.61023371
2072,ME,mine,brine,15.8192702
2073,ME,mine,brine,15.06597162
2074,ME,mine,brine,14.3485444
2075,ME,mine,brine,13.66528038
2076,ME,mine,brine,13.01455274
2077,ME,mine,brine,12.39481214
2078,ME,mine,brine,11.80458299
2079,ME,mine,brine,11.24245999
2080,ME,mine,brine,10.70710475
2081,ME,mine,brine,10.19724262
2082,ME,mine,brine,9.711659637
2083,ME,mine,brine,9.249199654
2084,ME,mine,brine,8.808761575
2085,ME,mine,brine,8.389296738
2086,ME,mine,brine,7.989806417
2087,ME,mine,brine,7.609339445
2088,ME,mine,brine,7.246989948
2089,ME,mine,brine,6.901895188
2090,ME,mine,brine,6.573233513
2091,ME,mine,brine,6.260222393
2092,ME,mine,brine,5.962116565
2093,ME,mine,brine,5.678206252
2094,ME,mine,brine,5.407815478
2095,ME,mine,brine,5.150300455
2096,ME,mine,brine,4.905048053
2097,ME,mine,brine,4.671474336
2098,ME,mine,brine,4.449023177
2099,ME,mine,brine,4.237164931
2100,ME,mine,brine,4.035395172
2020,ME,mine,spod,200
2021,ME,mine,spod,190.4761905
2022,ME,mine,spod,181.4058957
2023,ME,mine,spod,172.7675197
2024,ME,mine,spod,164.540495
2025,ME,mine,spod,156.7052333
2026,ME,mine,spod,149.2430793
2027,ME,mine,spod,142.136266
2028,ME,mine,spod,135.3678724
2029,ME,mine,spod,128.9217832
2030,ME,mine,spod,122.7826507
2031,ME,mine,spod,116.9358578
2032,ME,mine,spod,111.3674836
2033,ME,mine,spod,106.0642701
2034,ME,mine,spod,101.0135906
2035,ME,mine,spod,96.20341962
2036,ME,mine,spod,91.6223044
2037,ME,mine,spod,87.25933752
2038,ME,mine,spod,83.10413097
2039,ME,mine,spod,79.1467914
2040,ME,mine,spod,75.37789657
2041,ME,mine,spod,71.78847293
2042,ME,mine,spod,68.36997422
2043,ME,mine,spod,65.11426116
2044,ME,mine,spod,62.01358206
2045,ME,mine,spod,59.06055434
2046,ME,mine,spod,56.24814699
2047,ME,mine,spod,53.5696638
2048,ME,mine,spod,51.01872743
2049,ME,mine,spod,48.58926422
2050,ME,mine,spod,46.27548973
2051,ME,mine,spod,44.07189498
2052,ME,mine,spod,41.97323332
2053,ME,mine,spod,39.97450792
2054,ME,mine,spod,38.07095992
2055,ME,mine,spod,36.25805707
2056,ME,mine,spod,34.53148292
2057,ME,mine,spod,32.88712659
2058,ME,mine,spod,31.32107295
2059,ME,mine,spod,29.82959328
2060,ME,mine,spod,28.40913646
2061,ME,mine,spod,27.05632044
2062,ME,mine,spod,25.76792423
2063,ME,mine,spod,24.54088022
2064,ME,mine,spod,23.37226687
2065,ME,mine,spod,22.25930178
2066,ME,mine,spod,21.19933503
2067,ME,mine,spod,20.18984289
2068,ME,mine,spod,19.2284218
2069,ME,mine,spod,18.31278266
2070,ME,mine,spod,17.44074539
2071,ME,mine,spod,16.61023371
2072,ME,mine,spod,15.8192702
2073,ME,mine,spod,15.06597162
2074,ME,mine,spod,14.3485444
2075,ME,mine,spod,13.66528038
2076,ME,mine,spod,13.01455274
2077,ME,mine,spod,12.39481214
2078,ME,mine,spod,11.80458299
2079,ME,mine,spod,11.24245999
2080,ME,mine,spod,10.70710475
2081,ME,mine,spod,10.19724262
2082,ME,mine,spod,9.711659637
2083,ME,mine,spod,9.249199654
2084,ME,mine,spod,8.808761575
2085,ME,mine,spod,8.389296738
2086,ME,mine,spod,7.989806417
2087,ME,mine,spod,7.609339445
2088,ME,mine,spod,7.246989948
2089,ME,mine,spod,6.901895188
2090,ME,mine,spod,6.573233513
2091,ME,mine,spod,6.260222393
2092,ME,mine,spod,5.962116565
2093,ME,mine,spod,5.678206252
2094,ME,mine,spod,5.407815478
2095,ME,mine,spod,5.150300455
2096,ME,mine,spod,4.905048053
2097,ME,mine,spod,4.671474336
2098,ME,mine,spod,4.449023177
2099,ME,mine,spod,4.237164931
2100,ME,mine,spod,4.035395172
2020,ME,mine,clay,200
2021,ME,mine,clay,190.4761905
2022,ME,mine,clay,181.4058957
2023,ME,mine,clay,172.7675197
2024,ME,mine,clay,164.540495
2025,ME,mine,clay,156.7052333
2026,ME,mine,clay,149.2430793
2027,ME,mine,clay,142.136266
2028,ME,mine,clay,135.3678724
2029,ME,mine,clay,128.9217832
2030,ME,mine,clay,122.7826507
2031,ME,mine,clay,116.9358578
2032,ME,mine,clay,111.3674836
2033,ME,mine,clay,106.0642701
2034,ME,mine,clay,101.0135906
2035,ME,mine,clay,96.20341962
2036,ME,mine,clay,91.6223044
2037,ME,mine,clay,87.25933752
2038,ME,mine,clay,83.10413097
2039,ME,mine,clay,79.1467914
2040,ME,mine,clay,75.37789657
2041,ME,mine,clay,71.78847293
2042,ME,mine,clay,68.36997422
2043,ME,mine,clay,65.11426116
2044,ME,mine,clay,62.01358206
2045,ME,mine,clay,59.06055434
2046,ME,mine,clay,56.24814699
2047,ME,mine,clay,53.5696638
2048,ME,mine,clay,51.01872743
2049,ME,mine,clay,48.58926422
2050,ME,mine,clay,46.27548973
2051,ME,mine,clay,44.07189498
2052,ME,mine,clay,41.97323332
2053,ME,mine,clay,39.97450792
2054,ME,mine,clay,38.07095992
2055,ME,mine,clay,36.25805707
2056,ME,mine,clay,34.53148292
2057,ME,mine,clay,32.88712659
2058,ME,mine,clay,31.32107295
2059,ME,mine,clay,29.82959328
2060,ME,mine,clay,28.40913646
2061,ME,mine,clay,27.05632044
2062,ME,mine,clay,25.76792423
2063,ME,mine,clay,24.54088022
2064,ME,mine,clay,23.37226687
2065,ME,mine,clay,22.25930178
2066,ME,mine,clay,21.19933503
2067,ME,mine,clay,20.18984289
2068,ME,mine,clay,19.2284218
2069,ME,mine,clay,18.31278266
2070,ME,mine,clay,17.44074539
2071,ME,mine,clay,16.61023371
2072,ME,mine,clay,15.8192702
2073,ME,mine,clay,15.06597162
2074,ME,mine,clay,14.3485444
2075,ME,mine,clay,13.66528038
2076,ME,mine,clay,13.01455274
2077,ME,mine,clay,12.39481214
2078,ME,mine,clay,11.80458299
2079,ME,mine,clay,11.24245999
2080,ME,mine,clay,10.70710475
2081,ME,mine,clay,10.19724262
2082,ME,mine,clay,9.711659637
2083,ME,mine,clay,9.249199654
2084,ME,mine,clay,8.808761575
2085,ME,mine,clay,8.389296738
2086,ME,mine,clay,7.989806417
2087,ME,mine,clay,7.609339445
2088,ME,mine,clay,7.246989948
2089,ME,mine,clay,6.901895188
2090,ME,mine,clay,6.573233513
2091,ME,mine,clay,6.260222393
2092,ME,mine,clay,5.962116565
2093,ME,mine,clay,5.678206252
2094,ME,mine,clay,5.407815478
2095,ME,mine,clay,5.150300455
2096,ME,mine,clay,4.905048053
2097,ME,mine,clay,4.671474336
2098,ME,mine,clay,4.449023177
2099,ME,mine,clay,4.237164931
2100,ME,mine,clay,4.035395172
2020,EU,mine,brine,200
2021,EU,mine,brine,190.4761905
2022,EU,mine,brine,181.4058957
2023,EU,mine,brine,172.7675197
2024,EU,mine,brine,164.540495
2025,EU,mine,brine,156.7052333
2026,EU,mine,brine,149.2430793
2027,EU,mine,brine,142.136266
2028,EU,mine,brine,135.3678724
2029,EU,mine,brine,128.9217832
2030,EU,mine,brine,122.7826507
2031,EU,mine,brine,116.9358578
2032,EU,mine,brine,111.3674836
2033,EU,mine,brine,106.0642701
2034,EU,mine,brine,101.0135906
2035,EU,mine,brine,96.20341962
2036,EU,mine,brine,91.6223044
2037,EU,mine,brine,87.25933752
2038,EU,mine,brine,83.10413097
2039,EU,mine,brine,79.1467914
2040,EU,mine,brine,75.37789657
2041,EU,mine,brine,71.78847293
2042,EU,mine,brine,68.36997422
2043,EU,mine,brine,65.11426116
2044,EU,mine,brine,62.01358206
2045,EU,mine,brine,59.06055434
2046,EU,mine,brine,56.24814699
2047,EU,mine,brine,53.5696638
2048,EU,mine,brine,51.01872743
2049,EU,mine,brine,48.58926422
2050,EU,mine,brine,46.27548973
2051,EU,mine,brine,44.07189498
2052,EU,mine,brine,41.97323332
2053,EU,mine,brine,39.97450792
2054,EU,mine,brine,38.07095992
2055,EU,mine,brine,36.25805707
2056,EU,mine,brine,34.53148292
2057,EU,mine,brine,32.88712659
2058,EU,mine,brine,31.32107295
2059,EU,mine,brine,29.82959328
2060,EU,mine,brine,28.40913646
2061,EU,mine,brine,27.05632044
2062,EU,mine,brine,25.76792423
2063,EU,mine,brine,24.54088022
2064,EU,mine,brine,23.37226687
2065,EU,mine,brine,22.25930178
2066,EU,mine,brine,21.19933503
2067,EU,mine,brine,20.18984289
2068,EU,mine,brine,19.2284218
2069,EU,mine,brine,18.31278266
2070,EU,mine,brine,17.44074539
2071,EU,mine,brine,16.61023371
2072,EU,mine,brine,15.8192702
2073,EU,mine,brine,15.06597162
2074,EU,mine,brine,14.3485444
2075,EU,mine,brine,13.66528038
2076,EU,mine,brine,13.01455274
2077,EU,mine,brine,12.39481214
2078,EU,mine,brine,11.80458299
2079,EU,mine,brine,11.24245999
2080,EU,mine,brine,10.70710475
2081,EU,mine,brine,10.19724262
2082,EU,mine,brine,9.711659637
2083,EU,mine,brine,9.249199654
2084,EU,mine,brine,8.808761575
2085,EU,mine,brine,8.389296738
2086,EU,mine,brine,7.989806417
2087,EU,mine,brine,7.609339445
2088,EU,mine,brine,7.246989948
2089,EU,mine,brine,6.901895188
2090,EU,mine,brine,6.573233513
2091,EU,mine,brine,6.260222393
2092,EU,mine,brine,5.962116565
2093,EU,mine,brine,5.678206252
2094,EU,mine,brine,5.407815478
2095,EU,mine,brine,5.150300455
2096,EU,mine,brine,4.905048053
2097,EU,mine,brine,4.671474336
2098,EU,mine,brine,4.449023177
2099,EU,mine,brine,4.237164931
2100,EU,mine,brine,4.035395172
2020,EU,mine,spod,200
2021,EU,mine,spod,190.4761905
2022,EU,mine,spod,181.4058957
2023,EU,mine,spod,172.7675197
2024,EU,mine,spod,164.540495
2025,EU,mine,spod,156.7052333
2026,EU,mine,spod,149.2430793
2027,EU,mine,spod,142.136266
2028,EU,mine,spod,135.3678724
2029,EU,mine,spod,128.9217832
2030,EU,mine,spod,122.7826507
2031,EU,mine,spod,116.9358578
2032,EU,mine,spod,111.3674836
2033,EU,mine,spod,106.0642701
2034,EU,mine,spod,101.0135906
2035,EU,mine,spod,96.20341962
2036,EU,mine,spod,91.6223044
2037,EU,mine,spod,87.25933752
2038,EU,mine,spod,83.10413097
2039,EU,mine,spod,79.1467914
2040,EU,mine,spod,75.37789657
2041,EU,mine,spod,71.78847293
2042,EU,mine,spod,68.36997422
2043,EU,mine,spod,65.11426116
2044,EU,mine,spod,62.01358206
2045,EU,mine,spod,59.06055434
2046,EU,mine,spod,56.24814699
2047,EU,mine,spod,53.5696638
2048,EU,mine,spod,51.01872743
2049,EU,mine,spod,48.58926422
2050,EU,mine,spod,46.27548973
2051,EU,mine,spod,44.07189498
2052,EU,mine,spod,41.97323332
2053,EU,mine,spod,39.97450792
2054,EU,mine,spod,38.07095992
2055,EU,mine,spod,36.25805707
2056,EU,mine,spod,34.53148292
2057,EU,mine,spod,32.88712659
2058,EU,mine,spod,31.32107295
2059,EU,mine,spod,29.82959328
2060,EU,mine,spod,28.40913646
2061,EU,mine,spod,27.05632044
2062,EU,mine,spod,25.76792423
2063,EU,mine,spod,24.54088022
2064,EU,mine,spod,23.37226687
2065,EU,mine,spod,22.25930178
2066,EU,mine,spod,21.19933503
2067,EU,mine,spod,20.18984289
2068,EU,mine,spod,19.2284218
2069,EU,mine,spod,18.31278266
2070,EU,mine,spod,17.44074539
2071,EU,mine,spod,16.61023371
2072,EU,mine,spod,15.8192702
2073,EU,mine,spod,15.06597162
2074,EU,mine,spod,14.3485444
2075,EU,mine,spod,13.66528038
2076,EU,mine,spod,13.01455274
2077,EU,mine,spod,12.39481214
2078,EU,mine,spod,11.80458299
2079,EU,mine,spod,11.24245999
2080,EU,mine,spod,10.70710475
2081,EU,mine,spod,10.19724262
2082,EU,mine,spod,9.711659637
2083,EU,mine,spod,9.249199654
2084,EU,mine,spod,8.808761575
2085,EU,mine,spod,8.389296738
2086,EU,mine,spod,7.989806417
2087,EU,mine,spod,7.609339445
2088,EU,mine,spod,7.246989948
2089,EU,mine,spod,6.901895188
2090,EU,mine,spod,6.573233513
2091,EU,mine,spod,6.260222393
2092,EU,mine,spod,5.962116565
2093,EU,mine,spod,5.678206252
2094,EU,mine,spod,5.407815478
2095,EU,mine,spod,5.150300455
2096,EU,mine,spod,4.905048053
2097,EU,mine,spod,4.671474336
2098,EU,mine,spod,4.449023177
2099,EU,mine,spod,4.237164931
2100,EU,mine,spod,4.035395172
2020,EU,mine,clay,200
2021,EU,mine,clay,190.4761905
2022,EU,mine,clay,181.4058957
2023,EU,mine,clay,172.7675197
2024,EU,mine,clay,164.540495
2025,EU,mine,clay,156.7052333
2026,EU,mine,clay,149.2430793
2027,EU,mine,clay,142.136266
2028,EU,mine,clay,135.3678724
2029,EU,mine,clay,128.9217832
2030,EU,mine,clay,122.7826507
2031,EU,mine,clay,116.9358578
2032,EU,mine,clay,111.3674836
2033,EU,mine,clay,106.0642701
2034,EU,mine,clay,101.0135906
2035,EU,mine,clay,96.20341962
2036,EU,mine,clay,91.6223044
2037,EU,mine,clay,87.25933752
2038,EU,mine,clay,83.10413097
2039,EU,mine,clay,79.1467914
2040,EU,mine,clay,75.37789657
2041,EU,mine,clay,71.78847293
2042,EU,mine,clay,68.36997422
2043,EU,mine,clay,65.11426116
2044,EU,mine,clay,62.01358206
2045,EU,mine,clay,59.06055434
2046,EU,mine,clay,56.24814699
2047,EU,mine,clay,53.5696638
2048,EU,mine,clay,51.01872743
2049,EU,mine,clay,48.58926422
2050,EU,mine,clay,46.27548973
2051,EU,mine,clay,44.07189498
2052,EU,mine,clay,41.97323332
2053,EU,mine,clay,39.97450792
2054,EU,mine,clay,38.07095992
2055,EU,mine,clay,36.25805707
2056,EU,mine,clay,34.53148292
2057,EU,mine,clay,32.88712659
2058,EU,mine,clay,31.32107295
2059,EU,mine,clay,29.82959328
2060,EU,mine,clay,28.40913646
2061,EU,mine,clay,27.05632044
2062,EU,mine,clay,25.76792423
2063,EU,mine,clay,24.54088022
2064,EU,mine,clay,23.37226687
2065,EU,mine,clay,22.25930178
2066,EU,mine,clay,21.19933503
2067,EU,mine,clay,20.18984289
2068,EU,mine,clay,19.2284218
2069,EU,mine,clay,18.31278266
2070,EU,mine,clay,17.44074539
2071,EU,mine,clay,16.61023371
2072,EU,mine,clay,15.8192702
2073,EU,mine,clay,15.06597162
2074,EU,mine,clay,14.3485444
2075,EU,mine,clay,13.66528038
2076,EU,mine,clay,13.01455274
2077,EU,mine,clay,12.39481214
2078,EU,mine,clay,11.80458299
2079,EU,mine,clay,11.24245999
2080,EU,mine,clay,10.70710475
2081,EU,mine,clay,10.19724262
2082,EU,mine,clay,9.711659637
2083,EU,mine,clay,9.249199654
2084,EU,mine,clay,8.808761575
2085,EU,mine,clay,8.389296738
2086,EU,mine,clay,7.989806417
2087,EU,mine,clay,7.609339445
2088,EU,mine,clay,7.246989948
2089,EU,mine,clay,6.901895188
2090,EU,mine,clay,6.573233513
2091,EU,mine,clay,6.260222393
2092,EU,mine,clay,5.962116565
2093,EU,mine,clay,5.678206252
2094,EU,mine,clay,5.407815478
2095,EU,mine,clay,5.150300455
2096,EU,mine,clay,4.905048053
2097,EU,mine,clay,4.671474336
2098,EU,mine,clay,4.449023177
2099,EU,mine,clay,4.237164931
2100,EU,mine,clay,4.035395172
2020,EE,mine,brine,200
2021,EE,mine,brine,190.4761905
2022,EE,mine,brine,181.4058957
2023,EE,mine,brine,172.7675197
2024,EE,mine,brine,164.540495
2025,EE,mine,brine,156.7052333
2026,EE,mine,brine,149.2430793
2027,EE,mine,brine,142.136266
2028,EE,mine,brine,135.3678724
2029,EE,mine,brine,128.9217832
2030,EE,mine,brine,122.7826507
2031,EE,mine,brine,116.9358578
2032,EE,mine,brine,111.3674836
2033,EE,mine,brine,106.0642701
2034,EE,mine,brine,101.0135906
2035,EE,mine,brine,96.20341962
2036,EE,mine,brine,91.6223044
2037,EE,mine,brine,87.25933752
2038,EE,mine,brine,83.10413097
2039,EE,mine,brine,79.1467914
2040,EE,mine,brine,75.37789657
2041,EE,mine,brine,71.78847293
2042,EE,mine,brine,68.36997422
2043,EE,mine,brine,65.11426116
2044,EE,mine,brine,62.01358206
2045,EE,mine,brine,59.06055434
2046,EE,mine,brine,56.24814699
2047,EE,mine,brine,53.5696638
2048,EE,mine,brine,51.01872743
2049,EE,mine,brine,48.58926422
2050,EE,mine,brine,46.27548973
2051,EE,mine,brine,44.07189498
2052,EE,mine,brine,41.97323332
2053,EE,mine,brine,39.97450792
2054,EE,mine,brine,38.07095992
2055,EE,mine,brine,36.25805707
2056,EE,mine,brine,34.53148292
2057,EE,mine,brine,32.88712659
2058,EE,mine,brine,31.32107295
2059,EE,mine,brine,29.82959328
2060,EE,mine,brine,28.40913646
2061,EE,mine,brine,27.05632044
2062,EE,mine,brine,25.76792423
2063,EE,mine,brine,24.54088022
2064,EE,mine,brine,23.37226687
2065,EE,mine,brine,22.25930178
2066,EE,mine,brine,21.19933503
