Year,Region,Stage,Technology,Cost
2090,EE,mine,clay,0.306181217
2091,EE,mine,clay,0.291601159
2092,EE,mine,clay,0.27771539
2093,EE,mine,clay,0.264490847
2094,EE,mine,clay,0.251896045
2095,EE,mine,clay,0.239900995
2096,EE,mine,clay,0.228477138
2097,EE,mine,clay,0.217597275
2098,EE,mine,clay,0.2072355
2099,EE,mine,clay,0.197367142
2100,EE,mine,clay,0.187968707
2020,CSA,mine,brine,100
2021,CSA,mine,brine,14.14571429
2022,CSA,mine,brine,13.47210884
2023,CSA,mine,brine,12.83057985
2024,CSA,mine,brine,12.21959986
2025,CSA,mine,brine,11.63771415
2026,CSA,mine,brine,11.08353729
2027,CSA,mine,brine,10.5557498
2028,CSA,mine,brine,10.05309504
2029,CSA,mine,brine,9.574376233
2030,CSA,mine,brine,9.118453555
2031,CSA,mine,brine,8.684241481
2032,CSA,mine,brine,8.270706172
2033,CSA,mine,brine,7.876863021
2034,CSA,mine,brine,7.501774306
2035,CSA,mine,brine,7.144546958
2036,CSA,mine,brine,6.804330436
2037,CSA,mine,brine,6.480314701
2038,CSA,mine,brine,6.171728287
2039,CSA,mine,brine,5.877836464
2040,CSA,mine,brine,5.597939489
2041,CSA,mine,brine,5.331370942
2042,CSA,mine,brine,5.077496135
2043,CSA,mine,brine,4.835710605
2044,CSA,mine,brine,4.605438671
2045,CSA,mine,brine,4.386132068
2046,CSA,mine,brine,4.177268636
2047,CSA,mine,brine,3.978351082
2048,CSA,mine,brine,3.788905792
2049,CSA,mine,brine,3.608481707
2050,CSA,mine,brine,3.436649245
2051,CSA,mine,brine,3.272999281
2052,CSA,mine,brine,3.117142172
2053,CSA,mine,brine,2.968706831
2054,CSA,mine,brine,2.827339839
2055,CSA,mine,brine,2.692704608
2056,CSA,mine,brine,2.564480579
2057,CSA,mine,brine,2.442362457
2058,CSA,mine,brine,2.326059482
2059,CSA,mine,brine,2.215294745
2060,CSA,mine,brine,2.109804519
2061,CSA,mine,brine,2.009337637
2062,CSA,mine,brine,1.913654893
2063,CSA,mine,brine,1.822528469
2064,CSA,mine,brine,1.735741399
2065,CSA,mine,brine,1.653087047
2066,CSA,mine,brine,1.574368616
2067,CSA,mine,brine,1.499398682
2068,CSA,mine,brine,1.427998745
2069,CSA,mine,brine,1.359998805
2070,CSA,mine,brine,1.295236957
2071,CSA,mine,brine,1.233559006
2072,CSA,mine,brine,1.174818101
2073,CSA,mine,brine,1.118874382
2074,CSA,mine,brine,1.06559465
2075,CSA,mine,brine,1.014852047
2076,CSA,mine,brine,0.966525759
2077,CSA,mine,brine,0.920500723
2078,CSA,mine,brine,0.876667355
2079,CSA,mine,brine,0.834921291
2080,CSA,mine,brine,0.795163134
2081,CSA,mine,brine,0.757298223
2082,CSA,mine,brine,0.721236403
2083,CSA,mine,brine,0.686891812
2084,CSA,mine,brine,0.654182678
2085,CSA,mine,brine,0.623031122
2086,CSA,mine,brine,0.593362974
2087,CSA,mine,brine,0.565107594
2088,CSA,mine,brine,0.538197708
2089,CSA,mine,brine,0.512569246
2090,CSA,mine,brine,0.488161187
2091,CSA,mine,brine,0.464915416
2092,CSA,mine,brine,0.442776587
2093,CSA,mine,brine,0.421691987
2094,CSA,mine,brine,0.401611416
2095,CSA,mine,brine,0.382487063
2096,CSA,mine,brine,0.364273394
2097,CSA,mine,brine,0.346927042
2098,CSA,mine,brine,0.330406706
2099,CSA,mine,brine,0.314673054
2100,CSA,mine,brine,0.299688622
2020,CSA,mine,spod,100
2021,CSA,mine,spod,12.87809524
2022,CSA,mine,spod,12.26485261
2023,CSA,mine,spod,11.68081201
2024,CSA,mine,spod,11.12458286
2025,CSA,mine,spod,10.59484082
2026,CSA,mine,spod,10.09032459
2027,CSA,mine,spod,9.609832946
2028,CSA,mine,spod,9.152221853
2029,CSA,mine,spod,8.716401765
2030,CSA,mine,spod,8.301335014
2031,CSA,mine,spod,7.906033347
2032,CSA,mine,spod,7.529555569
2033,CSA,mine,spod,7.171005303
2034,CSA,mine,spod,6.82952886
2035,CSA,mine,spod,6.5043132
2036,CSA,mine,spod,6.194584
2037,CSA,mine,spod,5.89960381
2038,CSA,mine,spod,5.618670295
2039,CSA,mine,spod,5.351114567
2040,CSA,mine,spod,5.096299587
2041,CSA,mine,spod,4.853618655
2042,CSA,mine,spod,4.622493957
2043,CSA,mine,spod,4.402375197
2044,CSA,mine,spod,4.192738283
2045,CSA,mine,spod,3.993084079
2046,CSA,mine,spod,3.802937218
2047,CSA,mine,spod,3.62184497
2048,CSA,mine,spod,3.449376161
2049,CSA,mine,spod,3.285120154
2050,CSA,mine,spod,3.128685861
2051,CSA,mine,spod,2.97970082
2052,CSA,mine,spod,2.837810305
2053,CSA,mine,spod,2.70267648
2054,CSA,mine,spod,2.5739776
2055,CSA,mine,spod,2.451407239
2056,CSA,mine,spod,2.334673561
2057,CSA,mine,spod,2.223498629
2058,CSA,mine,spod,2.117617742
2059,CSA,mine,spod,2.016778802
2060,CSA,mine,spod,1.920741716
2061,CSA,mine,spod,1.829277825
2062,CSA,mine,spod,1.742169357
2063,CSA,mine,spod,1.659208911
2064,CSA,mine,spod,1.580198963
2065,CSA,mine,spod,1.504951394
2066,CSA,mine,spod,1.433287041
2067,CSA,mine,spod,1.365035278
2068,CSA,mine,spod,1.300033598
2069,CSA,mine,spod,1.238127236
2070,CSA,mine,spod,1.179168796
2071,CSA,mine,spod,1.123017901
2072,CSA,mine,spod,1.069540858
2073,CSA,mine,spod,1.018610341
2074,CSA,mine,spod,0.970105087
2075,CSA,mine,spod,0.923909606
2076,CSA,mine,spod,0.879913911
2077,CSA,mine,spod,0.838013248
2078,CSA,mine,spod,0.798107856
2079,CSA,mine,spod,0.76010272
2080,CSA,mine,spod,0.723907352
2081,CSA,mine,spod,0.689435573
2082,CSA,mine,spod,0.656605308
2083,CSA,mine,spod,0.625338389
2084,CSA,mine,spod,0.59556037
2085,CSA,mine,spod,0.567200352
2086,CSA,mine,spod,0.540190812
2087,CSA,mine,spod,0.51446744
2088,CSA,mine,spod,0.48996899
2089,CSA,mine,spod,0.466637134
2090,CSA,mine,spod,0.444416318
2091,CSA,mine,spod,0.423253636
2092,CSA,mine,spod,0.403098701
2093,CSA,mine,spod,0.383903525
2094,CSA,mine,spod,0.365622404
2095,CSA,mine,spod,0.348211814
2096,CSA,mine,spod,0.331630299
2097,CSA,mine,spod,0.31583838
2098,CSA,mine,spod,0.300798457
2099,CSA,mine,spod,0.286474721
2100,CSA,mine,spod,0.272833068
2020,CSA,mine,clay,100
2021,CSA,mine,clay,8.872380952
2022,CSA,mine,clay,8.449886621
2023,CSA,mine,clay,8.047511068
2024,CSA,mine,clay,7.664296255
2025,CSA,mine,clay,7.299329767
2026,CSA,mine,clay,6.951742635
2027,CSA,mine,clay,6.620707271
2028,CSA,mine,clay,6.305435497
2029,CSA,mine,clay,6.005176663
2030,CSA,mine,clay,5.71921587
2031,CSA,mine,clay,5.446872257
2032,CSA,mine,clay,5.187497388
2033,CSA,mine,clay,4.940473703
2034,CSA,mine,clay,4.70521305
2035,CSA,mine,clay,4.481155286
2036,CSA,mine,clay,4.267766939
2037,CSA,mine,clay,4.064539942
2038,CSA,mine,clay,3.870990421
2039,CSA,mine,clay,3.686657544
2040,CSA,mine,clay,3.511102422
2041,CSA,mine,clay,3.343907069
2042,CSA,mine,clay,3.184673399
2043,CSA,mine,clay,3.033022285
2044,CSA,mine,clay,2.888592652
2045,CSA,mine,clay,2.751040621
2046,CSA,mine,clay,2.620038687
2047,CSA,mine,clay,2.49527494
2048,CSA,mine,clay,2.376452324
2049,CSA,mine,clay,2.263287927
2050,CSA,mine,clay,2.155512312
2051,CSA,mine,clay,2.052868868
2052,CSA,mine,clay,1.955113208
2053,CSA,mine,clay,1.862012579
2054,CSA,mine,clay,1.773345313
2055,CSA,mine,clay,1.688900298
2056,CSA,mine,clay,1.608476475
2057,CSA,mine,clay,1.531882357
2058,CSA,mine,clay,1.458935578
2059,CSA,mine,clay,1.389462455
2060,CSA,mine,clay,1.323297576
2061,CSA,mine,clay,1.260283406
2062,CSA,mine,clay,1.20026991
2063,CSA,mine,clay,1.1431142
2064,CSA,mine,clay,1.088680191
2065,CSA,mine,clay,1.036838277
2066,CSA,mine,clay,0.987465026
2067,CSA,mine,clay,0.940442882
2068,CSA,mine,clay,0.895659887
2069,CSA,mine,clay,0.853009416
2070,CSA,mine,clay,0.81238992
2071,CSA,mine,clay,0.773704686
2072,CSA,mine,clay,0.736861606
2073,CSA,mine,clay,0.701772958
2074,CSA,mine,clay,0.668355198
2075,CSA,mine,clay,0.63652876
2076,CSA,mine,clay,0.606217867
2077,CSA,mine,clay,0.577350349
2078,CSA,mine,clay,0.549857475
2079,CSA,mine,clay,0.523673786
2080,CSA,mine,clay,0.498736939
2081,CSA,mine,clay,0.474987561
2082,CSA,mine,clay,0.452369106
2083,CSA,mine,clay,0.43082772
2084,CSA,mine,clay,0.410312114
2085,CSA,mine,clay,0.390773442
2086,CSA,mine,clay,0.372165183
2087,CSA,mine,clay,0.354443031
2088,CSA,mine,clay,0.337564792
2089,CSA,mine,clay,0.321490278
2090,CSA,mine,clay,0.306181217
2091,CSA,mine,clay,0.291601159
2092,CSA,mine,clay,0.27771539
2093,CSA,mine,clay,0.264490847
2094,CSA,mine,clay,0.251896045
2095,CSA,mine,clay,0.239900995
2096,CSA,mine,clay,0.228477138
2097,CSA,mine,clay,0.217597275
2098,CSA,mine,clay,0.2072355
2099,CSA,mine,clay,0.197367142
2100,CSA,mine,clay,0.187968707
2020,CHN,mine,brine,100
2021,CHN,mine,brine,14.14571429
2022,CHN,mine,brine,13.47210884
2023,CHN,mine,brine,12.83057985
2024,CHN,mine,brine,12.21959986
2025,CHN,mine,brine,11.63771415
2026,CHN,mine,brine,11.08353729
2027,CHN,mine,brine,10.5557498
2028,CHN,mine,brine,10.05309504
2029,CHN,mine,brine,9.574376233
2030,CHN,mine,brine,9.118453555
2031,CHN,mine,brine,8.684241481
2032,CHN,mine,brine,8.270706172
2033,CHN,mine,brine,7.876863021
2034,CHN,mine,brine,7.501774306
2035,CHN,mine,brine,7.144546958
2036,CHN,mine,brine,6.804330436
2037,CHN,mine,brine,6.480314701
2038,CHN,mine,brine,6.171728287
2039,CHN,mine,brine,5.877836464
2040,CHN,mine,brine,5.597939489
2041,CHN,mine,brine,5.331370942
2042,CHN,mine,brine,5.077496135
2043,CHN,mine,brine,4.835710605
2044,CHN,mine,brine,4.605438671
2045,CHN,mine,brine,4.386132068
2046,CHN,mine,brine,4.177268636
2047,CHN,mine,brine,3.978351082
2048,CHN,mine,brine,3.788905792
2049,CHN,mine,brine,3.608481707
2050,CHN,mine,brine,3.436649245
2051,CHN,mine,brine,3.272999281
2052,CHN,mine,brine,3.117142172
2053,CHN,mine,brine,2.968706831
2054,CHN,mine,brine,2.827339839
2055,CHN,mine,brine,2.692704608
2056,CHN,mine,brine,2.564480579
2057,CHN,mine,brine,2.442362457
2058,CHN,mine,brine,2.326059482
2059,CHN,mine,brine,2.215294745
2060,CHN,mine,brine,2.109804519
2061,CHN,mine,brine,2.009337637
2062,CHN,mine,brine,1.913654893
2063,CHN,mine,brine,1.822528469
2064,CHN,mine,brine,1.735741399
2065,CHN,mine,brine,1.653087047
2066,CHN,mine,brine,1.574368616
2067,CHN,mine,brine,1.499398682
2068,CHN,mine,brine,1.427998745
2069,CHN,mine,brine,1.359998805
2070,CHN,mine,brine,1.295236957
2071,CHN,mine,brine,1.233559006
2072,CHN,mine,brine,1.174818101
2073,CHN,mine,brine,1.118874382
2074,CHN,mine,brine,1.06559465
2075,CHN,mine,brine,1.014852047
2076,CHN,mine,brine,0.966525759
2077,CHN,mine,brine,0.920500723
2078,CHN,mine,brine,0.876667355
2079,CHN,mine,brine,0.834921291
2080,CHN,mine,brine,0.795163134
2081,CHN,mine,brine,0.757298223
2082,CHN,mine,brine,0.721236403
2083,CHN,mine,brine,0.686891812
2084,CHN,mine,brine,0.654182678
2085,CHN,mine,brine,0.623031122
2086,CHN,mine,brine,0.593362974
2087,CHN,mine,brine,0.565107594
2088,CHN,mine,brine,0.538197708
2089,CHN,mine,brine,0.512569246
2090,CHN,mine,brine,0.488161187
2091,CHN,mine,brine,0.464915416
2092,CHN,mine,brine,0.442776587
2093,CHN,mine,brine,0.421691987
2094,CHN,mine,brine,0.401611416
2095,CHN,mine,brine,0.382487063
2096,CHN,mine,brine,0.364273394
2097,CHN,mine,brine,0.346927042
2098,CHN,mine,brine,0.330406706
2099,CHN,mine,brine,0.314673054
2100,CHN,mine,brine,0.299688622
2020,CHN,mine,spod,100
2021,CHN,mine,spod,12.87809524
2022,CHN,mine,spod,12.26485261
2023,CHN,mine,spod,11.68081201
2024,CHN,mine,spod,11.12458286
2025,CHN,mine,spod,10.59484082
2026,CHN,mine,spod,10.09032459
2027,CHN,mine,spod,9.609832946
2028,CHN,mine,spod,9.152221853
2029,CHN,mine,spod,8.716401765
2030,CHN,mine,spod,8.301335014
2031,CHN,mine,spod,7.906033347
2032,CHN,mine,spod,7.529555569
2033,CHN,mine,spod,7.171005303
2034,CHN,mine,spod,6.82952886
2035,CHN,mine,spod,6.5043132
2036,CHN,mine,spod,6.194584
2037,CHN,mine,spod,5.89960381
2038,CHN,mine,spod,5.618670295
2039,CHN,mine,spod,5.351114567
2040,CHN,mine,spod,5.096299587
2041,CHN,mine,spod,4.853618655
2042,CHN,mine,spod,4.622493957
2043,CHN,mine,spod,4.402375197
2044,CHN,mine,spod,4.192738283
2045,CHN,mine,spod,3.993084079
2046,CHN,mine,spod,3.802937218
2047,CHN,mine,spod,3.62184497
2048,CHN,mine,spod,3.449376161
2049,CHN,mine,spod,3.285120154
2050,CHN,mine,spod,3.128685861
2051,CHN,mine,spod,2.97970082
2052,CHN,mine,spod,2.837810305
2053,CHN,mine,spod,2.70267648
2054,CHN,mine,spod,2.5739776
2055,CHN,mine,spod,2.451407239
2056,CHN,mine,spod,2.334673561
2057,CHN,mine,spod,2.223498629
2058,CHN,mine,spod,2.117617742
2059,CHN,mine,spod,2.016778802
2060,CHN,mine,spod,1.920741716
2061,CHN,mine,spod,1.829277825
2062,CHN,mine,spod,1.742169357
2063,CHN,mine,spod,1.659208911
2064,CHN,mine,spod,1.580198963
2065,CHN,mine,spod,1.504951394
2066,CHN,mine,spod,1.433287041
2067,CHN,mine,spod,1.365035278
2068,CHN,mine,spod,1.300033598
2069,CHN,mine,spod,1.238127236
2070,CHN,mine,spod,1.179168796
2071,CHN,mine,spod,1.123017901
2072,CHN,mine,spod,1.069540858
2073,CHN,mine,spod,1.018610341
2074,CHN,mine,spod,0.970105087
2075,CHN,mine,spod,0.923909606
2076,CHN,mine,spod,0.879913911
2077,CHN,mine,spod,0.838013248
2078,CHN,mine,spod,0.798107856
2079,CHN,mine,spod,0.76010272
2080,CHN,mine,spod,0.723907352
2081,CHN,mine,spod,0.689435573
2082,CHN,mine,spod,0.656605308
2083,CHN,mine,spod,0.625338389
2084,CHN,mine,spod,0.59556037
2085,CHN,mine,spod,0.567200352
2086,CHN,mine,spod,0.540190812
2087,CHN,mine,spod,0.51446744
2088,CHN,mine,spod,0.48996899
2089,CHN,mine,spod,0.466637134
2090,CHN,mine,spod,0.444416318
2091,CHN,mine,spod,0.423253636
2092,CHN,mine,spod,0.403098701
2093,CHN,mine,spod,0.383903525
2094,CHN,mine,spod,0.365622404
2095,CHN,mine,spod,0.348211814
2096,CHN,mine,spod,0.331630299
2097,CHN,mine,spod,0.31583838
2098,CHN,mine,spod,0.300798457
2099,CHN,mine,spod,0.286474721
2100,CHN,mine,spod,0.272833068
2020,CHN,mine,clay,100
2021,CHN,mine,clay,8.872380952
2022,CHN,mine,clay,8.449886621
2023,CHN,mine,clay,8.047511068
2024,CHN,mine,clay,7.664296255
2025,CHN,mine,clay,7.299329767
2026,CHN,mine,clay,6.951742635
2027,CHN,mine,clay,6.620707271
2028,CHN,mine,clay,6.305435497
2029,CHN,mine,clay,6.005176663
2030,CHN,mine,clay,5.71921587
2031,CHN,mine,clay,5.446872257
2032,CHN,mine,clay,5.187497388
2033,CHN,mine,clay,4.940473703
2034,CHN,mine,clay,4.70521305
2035,CHN,mine,clay,4.481155286
2036,CHN,mine,clay,4.267766939
2037,CHN,mine,clay,4.064539942
2038,CHN,mine,clay,3.870990421
2039,CHN,mine,clay,3.686657544
2040,CHN,mine,clay,3.511102422
2041,CHN,mine,clay,3.343907069
2042,CHN,mine,clay,3.184673399
2043,CHN,mine,clay,3.033022285
2044,CHN,mine,clay,2.888592652
2045,CHN,mine,clay,2.751040621
2046,CHN,mine,clay,2.620038687
2047,CHN,mine,clay,2.49527494
2048,CHN,mine,clay,2.376452324
2049,CHN,mine,clay,2.263287927
2050,CHN,mine,clay,2.155512312
2051,CHN,mine,clay,2.052868868
2052,CHN,mine,clay,1.955113208
2053,CHN,mine,clay,1.862012579
2054,CHN,mine,clay,1.773345313
2055,CHN,mine,clay,1.688900298
2056,CHN,mine,clay,1.608476475
2057,CHN,mine,clay,1.531882357
2058,CHN,mine,clay,1.458935578
2059,CHN,mine,clay,1.389462455
2060,CHN,mine,clay,1.323297576
2061,CHN,mine,clay,1.260283406
2062,CHN,mine,clay,1.20026991
2063,CHN,mine,clay,1.1431142
2064,CHN,mine,clay,1.088680191
2065,CHN,mine,clay,1.036838277
2066,CHN,mine,clay,0.987465026
2067,CHN,mine,clay,0.940442882
2068,CHN,mine,clay,0.895659887
2069,CHN,mine,clay,0.853009416
2070,CHN,mine,clay,0.81238992
2071,CHN,mine,clay,0.773704686
2072,CHN,mine,clay,0.736861606
2073,CHN,mine,clay,0.701772958
2074,CHN,mine,clay,0.668355198
2075,CHN,mine,clay,0.63652876
2076,CHN,mine,clay,0.606217867
2077,CHN,mine,clay,0.577350349
2078,CHN,mine,clay,0.549857475
2079,CHN,mine,clay,0.523673786
2080,CHN,mine,clay,0.498736939
2081,CHN,mine,clay,0.474987561
2082,CHN,mine,clay,0.452369106
2083,CHN,mine,clay,0.43082772
2084,CHN,mine,clay,0.410312114
2085,CHN,mine,clay,0.390773442
2086,CHN,mine,clay,0.372165183
2087,CHN,mine,clay,0.354443031
2088,CHN,mine,clay,0.337564792
2089,CHN,mine,clay,0.321490278
2090,CHN,mine,clay,0.306181217
2091,CHN,mine,clay,0.291601159
2092,CHN,mine,clay,0.27771539
2093,CHN,mine,clay,0.264490847
2094,CHN,mine,clay,0.251896045
2095,CHN,mine,clay,0.239900995
2096,CHN,mine,clay,0.228477138
2097,CHN,mine,clay,0.217597275
2098,CHN,mine,clay,0.2072355
2099,CHN,mine,clay,0.197367142
2100,CHN,mine,clay,0.187968707
2020,EA,mine,brine,100
2021,EA,mine,brine,14.14571429
2022,EA,mine,brine,13.47210884
2023,EA,mine,brine,12.83057985
2024,EA,mine,brine,12.21959986
2025,EA,mine,brine,11.63771415
2026,EA,mine,brine,11.08353729
2027,EA,mine,brine,10.5557498
2028,EA,mine,brine,10.05309504
2029,EA,mine,brine,9.574376233
2030,EA,mine,brine,9.118453555
2031,EA,mine,brine,8.684241481
2032,EA,mine,brine,8.270706172
2033,EA,mine,brine,7.876863021
2034,EA,mine,brine,7.501774306
2035,EA,mine,brine,7.144546958
2036,EA,mine,brine,6.804330436
2037,EA,mine,brine,6.480314701
2038,EA,mine,brine,6.171728287
2039,EA,mine,brine,5.877836464
2040,EA,mine,brine,5.597939489
2041,EA,mine,brine,5.331370942
2042,EA,mine,brine,5.077496135
2043,EA,mine,brine,4.835710605
2044,EA,mine,brine,4.605438671
2045,EA,mine,brine,4.386132068
2046,EA,mine,brine,4.177268636
2047,EA,mine,brine,3.978351082
2048,EA,mine,brine,3.788905792
2049,EA,mine,brine,3.608481707
2050,EA,mine,brine,3.436649245
2051,EA,mine,brine,3.272999281
2052,EA,mine,brine,3.117142172
2053,EA,mine,brine,2.968706831
2054,EA,mine,brine,2.827339839
2055,EA,mine,brine,2.692704608
2056,EA,mine,brine,2.564480579
2057,EA,mine,brine,2.442362457
2058,EA,mine,brine,2.326059482
2059,EA,mine,brine,2.215294745
2060,EA,mine,brine,2.109804519
2061,EA,mine,brine,2.009337637
2062,EA,mine,brine,1.913654893
2063,EA,mine,brine,1.822528469
2064,EA,mine,brine,1.735741399
2065,EA,mine,brine,1.653087047
2066,EA,mine,brine,1.574368616
2067,EA,mine,brine,1.499398682
2068,EA,mine,brine,1.427998745
2069,EA,mine,brine,1.359998805
2070,EA,mine,brine,1.295236957
2071,EA,mine,brine,1.233559006
2072,EA,mine,brine,1.174818101
2073,EA,mine,brine,1.118874382
2074,EA,mine,brine,1.06559465
2075,EA,mine,brine,1.014852047
2076,EA,mine,brine,0.966525759
2077,EA,mine,brine,0.920500723
2078,EA,mine,brine,0.876667355
2079,EA,mine,brine,0.834921291
2080,EA,mine,brine,0.795163134
2081,EA,mine,brine,0.757298223
2082,EA,mine,brine,0.721236403
2083,EA,mine,brine,0.686891812
2084,EA,mine,brine,0.654182678
2085,EA,mine,brine,0.623031122
2086,EA,mine,brine,0.593362974
2087,EA,mine,brine,0.565107594
2088,EA,mine,brine,0.538197708
2089,EA,mine,brine,0.512569246
2090,EA,mine,brine,0.488161187
2091,EA,mine,brine,0.464915416
2092,EA,mine,brine,0.442776587
2093,EA,mine,brine,0.421691987
2094,EA,mine,brine,0.401611416
2095,EA,mine,brine,0.382487063
2096,EA,mine,brine,0.364273394
2097,EA,mine,brine,0.346927042
2098,EA,mine,brine,0.330406706
2099,EA,mine,brine,0.314673054
2100,EA,mine,brine,0.299688622
2020,EA,mine,spod,100
2021,EA,mine,spod,12.87809524
2022,EA,mine,spod,12.26485261
2023,EA,mine,spod,11.68081201
2024,EA,mine,spod,11.12458286
2025,EA,mine,spod,10.59484082
2026,EA,mine,spod,10.09032459
2027,EA,mine,spod,9.609832946
2028,EA,mine,spod,9.152221853
2029,EA,mine,spod,8.716401765
2030,EA,mine,spod,8.301335014
2031,EA,mine,spod,7.906033347
2032,EA,mine,spod,7.529555569
2033,EA,mine,spod,7.171005303
2034,EA,mine,spod,6.82952886
2035,EA,mine,spod,6.5043132
2036,EA,mine,spod,6.194584
2037,EA,mine,spod,5.89960381
2038,EA,mine,spod,5.618670295
2039,EA,mine,spod,5.351114567
2040,EA,mine,spod,5.096299587
2041,EA,mine,spod,4.853618655
2042,EA,mine,spod,4.622493957
2043,EA,mine,spod,4.402375197
2044,EA,mine,spod,4.192738283
2045,EA,mine,spod,3.993084079
2046,EA,mine,spod,3.802937218
2047,EA,mine,spod,3.62184497
2048,EA,mine,spod,3.449376161
2049,EA,mine,spod,3.285120154
2050,EA,mine,spod,3.128685861
2051,EA,mine,spod,2.97970082
2052,EA,mine,spod,2.837810305
2053,EA,mine,spod,2.70267648
2054,EA,mine,spod,2.5739776
2055,EA,mine,spod,2.451407239
2056,EA,mine,spod,2.334673561
2057,EA,mine,spod,2.223498629
2058,EA,mine,spod,2.117617742
2059,EA,mine,spod,2.016778802
2060,EA,mine,spod,1.920741716
2061,EA,mine,spod,1.829277825
2062,EA,mine,spod,1.742169357
2063,EA,mine,spod,1.659208911
2064,EA,mine,spod,1.580198963
2065,EA,mine,spod,1.504951394
2066,EA,mine,spod,1.433287041
2067,EA,mine,spod,1.365035278
2068,EA,mine,spod,1.300033598
2069,EA,mine,spod,1.238127236
2070,EA,mine,spod,1.179168796
2071,EA,mine,spod,1.123017901
2072,EA,mine,spod,1.069540858
2073,EA,mine,spod,1.018610341
2074,EA,mine,spod,0.970105087
2075,EA,mine,spod,0.923909606
2076,EA,mine,spod,0.879913911
2077,EA,mine,spod,0.838013248
2078,EA,mine,spod,0.798107856
2079,EA,mine,spod,0.76010272
2080,EA,mine,spod,0.723907352
2081,EA,mine,spod,0.689435573
2082,EA,mine,spod,0.656605308
2083,EA,mine,spod,0.625338389
2084,EA,mine,spod,0.59556037
2085,EA,mine,spod,0.567200352
2086,EA,mine,spod,0.540190812
2087,EA,mine,spod,0.51446744
2088,EA,mine,spod,0.48996899
2089,EA,mine,spod,0.466637134
2090,EA,mine,spod,0.444416318
2091,EA,mine,spod,0.423253636
2092,EA,mine,spod,0.403098701
2093,EA,mine,spod,0.383903525
2094,EA,mine,spod,0.365622404
2095,EA,mine,spod,0.348211814
2096,EA,mine,spod,0.331630299
2097,EA,mine,spod,0.31583838
2098,EA,mine,spod,0.300798457
2099,EA,mine,spod,0.286474721
2100,EA,mine,spod,0.272833068
2020,EA,mine,clay,100
2021,EA,mine,clay,8.872380952
2022,EA,mine,clay,8.449886621
2023,EA,mine,clay,8.047511068
2024,EA,mine,clay,7.664296255
2025,EA,mine,clay,7.299329767
2026,EA,mine,clay,6.951742635
2027,EA,mine,clay,6.620707271
2028,EA,mine,clay,6.305435497
2029,EA,mine,clay,6.005176663
2030,EA,mine,clay,5.71921587
2031,EA,mine,clay,5.446872257
2032,EA,mine,clay,5.187497388
2033,EA,mine,clay,4.940473703
2034,EA,mine,clay,4.70521305
2035,EA,mine,clay,4.481155286
2036,EA,mine,clay,4.267766939
2037,EA,mine,clay,4.064539942
2038,EA,mine,clay,3.870990421
2039,EA,mine,clay,3.686657544
2040,EA,mine,clay,3.511102422
2041,EA,mine,clay,3.343907069
2042,EA,mine,clay,3.184673399
2043,EA,mine,clay,3.033022285
2044,EA,mine,clay,2.888592652
2045,EA,mine,clay,2.751040621
2046,EA,mine,clay,2.620038687
2047,EA,mine,clay,2.49527494
2048,EA,mine,clay,2.376452324
2049,EA,mine,clay,2.263287927
2050,EA,mine,clay,2.155512312
2051,EA,mine,clay,2.052868868
2052,EA,mine,clay,1.955113208
2053,EA,mine,clay,1.862012579
2054,EA,mine,clay,1.773345313
2055,EA,mine,clay,1.688900298
2056,EA,mine,clay,1.608476475
2057,EA,mine,clay,1.531882357
2058,EA,mine,clay,1.458935578
2059,EA,mine,clay,1.389462455
2060,EA,mine,clay,1.323297576
2061,EA,mine,clay,1.260283406
2062,EA,mine,clay,1.20026991
2063,EA,mine,clay,1.1431142
2064,EA,mine,clay,1.088680191
2065,EA,mine,clay,1.036838277
2066,EA,mine,clay,0.987465026
2067,EA,mine,clay,0.940442882
2068,EA,mine,clay,0.895659887
2069,EA,mine,clay,0.853009416
2070,EA,mine,clay,0.81238992
2071,EA,mine,clay,0.773704686
2072,EA,mine,clay,0.736861606
2073,EA,mine,clay,0.701772958
2074,EA,mine,clay,0.668355198
2075,EA,mine,clay,0.63652876
2076,EA,mine,clay,0.606217867
2077,EA,mine,clay,0.577350349
2078,EA,mine,clay,0.549857475
2079,EA,mine,clay,0.523673786
2080,EA,mine,clay,0.498736939
2081,EA,mine,clay,0.474987561
2082,EA,mine,clay,0.452369106
2083,EA,mine,clay,0.43082772
2084,EA,mine,clay,0.410312114
2085,EA,mine,clay,0.390773442
2086,EA,mine,clay,0.372165183
2087,EA,mine,clay,0.354443031
2088,EA,mine,clay,0.337564792
2089,EA,mine,clay,0.321490278
2090,EA,mine,clay,0.306181217
2091,EA,mine,clay,0.291601159
2092,EA,mine,clay,0.27771539
2093,EA,mine,clay,0.264490847
2094,EA,mine,clay,0.251896045
2095,EA,mine,clay,0.239900995
2096,EA,mine,clay,0.228477138
2097,EA,mine,clay,0.217597275
2098,EA,mine,clay,0.2072355
2099,EA,mine,clay,0.197367142
2100,EA,mine,clay,0.187968707
2020,SEA,mine,brine,100
2021,SEA,mine,brine,14.14571429
2022,SEA,mine,brine,13.47210884
2023,SEA,mine,brine,12.83057985
2024,SEA,mine,brine,12.21959986
2025,SEA,mine,brine,11.63771415
2026,SEA,mine,brine,11.08353729
2027,SEA,mine,brine,10.5557498
2028,SEA,mine,brine,10.05309504
2029,SEA,mine,brine,9.574376233
2030,SEA,mine,brine,9.118453555
