Year,Region,Stage,Technology,Cost
2020,LTRI,mine,brine,100
2021,LTRI,mine,brine,14.14571429
2022,LTRI,mine,brine,13.47210884
2023,LTRI,mine,brine,12.83057985
2024,LTRI,mine,brine,12.21959986
2025,LTRI,mine,brine,11.63771415
2026,LTRI,mine,brine,11.08353729
2027,LTRI,mine,brine,10.5557498
2028,LTRI,mine,brine,10.05309504
2029,LTRI,mine,brine,9.574376233
2030,LTRI,mine,brine,9.118453555
2031,LTRI,mine,brine,8.684241481
2032,LTRI,mine,brine,8.270706172
2033,LTRI,mine,brine,7.876863021
2034,LTRI,mine,brine,7.501774306
2035,LTRI,mine,brine,7.144546958
2036,LTRI,mine,brine,6.804330436
2037,LTRI,mine,brine,6.480314701
2038,LTRI,mine,brine,6.171728287
2039,LTRI,mine,brine,5.877836464
2040,LTRI,mine,brine,5.597939489
2041,LTRI,mine,brine,5.331370942
2042,LTRI,mine,brine,5.077496135
2043,LTRI,mine,brine,4.835710605
2044,LTRI,mine,brine,4.605438671
2045,LTRI,mine,brine,4.386132068
2046,LTRI,mine,brine,4.177268636
2047,LTRI,mine,brine,3.978351082
2048,LTRI,mine,brine,3.788905792
2049,LTRI,mine,brine,3.608481707
2050,LTRI,mine,brine,3.436649245
2051,LTRI,mine,brine,3.272999281
2052,LTRI,mine,brine,3.117142172
2053,LTRI,mine,brine,2.968706831
2054,LTRI,mine,brine,2.827339839
2055,LTRI,mine,brine,2.692704608
2056,LTRI,mine,brine,2.564480579
2057,LTRI,mine,brine,2.442362457
2058,LTRI,mine,brine,2.326059482
2059,LTRI,mine,brine,2.215294745
2060,LTRI,mine,brine,2.109804519
2061,LTRI,mine,brine,2.009337637
2062,LTRI,mine,brine,1.913654893
2063,LTRI,mine,brine,1.822528469
2064,LTRI,mine,brine,1.735741399
2065,LTRI,mine,brine,1.653087047
2066,LTRI,mine,brine,1.574368616
2067,LTRI,mine,brine,1.499398682
2068,LTRI,mine,brine,1.427998745
2069,LTRI,mine,brine,1.359998805
2070,LTRI,mine,brine,1.295236957
2071,LTRI,mine,brine,1.233559006
2072,LTRI,mine,brine,1.174818101
2073,LTRI,mine,brine,1.118874382
2074,LTRI,mine,brine,1.06559465
2075,LTRI,mine,brine,1.014852047
2076,LTRI,mine,brine,0.966525759
2077,LTRI,mine,brine,0.920500723
2078,LTRI,mine,brine,0.876667355
2079,LTRI,mine,brine,0.834921291
2080,LTRI,mine,brine,0.795163134
2081,LTRI,mine,brine,0.757298223
2082,LTRI,mine,brine,0.721236403
2083,LTRI,mine,brine,0.686891812
2084,LTRI,mine,brine,0.654182678
2085,LTRI,mine,brine,0.623031122
2086,LTRI,mine,brine,0.593362974
2087,LTRI,mine,brine,0.565107594
2088,LTRI,mine,brine,0.538197708
2089,LTRI,mine,brine,0.512569246
2090,LTRI,mine,brine,0.488161187
2091,LTRI,mine,brine,0.464915416
2092,LTRI,mine,brine,0.442776587
2093,LTRI,mine,brine,0.421691987
2094,LTRI,mine,brine,0.401611416
2095,LTRI,mine,brine,0.382487063
2096,LTRI,mine,brine,0.364273394
2097,LTRI,mine,brine,0.346927042
2098,LTRI,mine,brine,0.330406706
2099,LTRI,mine,brine,0.314673054
2100,LTRI,mine,brine,0.299688622
2020,LTRI,mine,spod,100
2021,LTRI,mine,spod,12.87809524
2022,LTRI,mine,spod,12.26485261
2023,LTRI,mine,spod,11.68081201
2024,LTRI,mine,spod,11.12458286
2025,LTRI,mine,spod,10.59484082
2026,LTRI,mine,spod,10.09032459
2027,LTRI,mine,spod,9.609832946
2028,LTRI,mine,spod,9.152221853
2029,LTRI,mine,spod,8.716401765
2030,LTRI,mine,spod,8.301335014
2031,LTRI,mine,spod,7.906033347
2032,LTRI,mine,spod,7.529555569
2033,LTRI,mine,spod,7.171005303
2034,LTRI,mine,spod,6.82952886
2035,LTRI,mine,spod,6.5043132
2036,LTRI,mine,spod,6.194584
2037,LTRI,mine,spod,5.89960381
2038,LTRI,mine,spod,5.618670295
2039,LTRI,mine,spod,5.351114567
2040,LTRI,mine,spod,5.096299587
2041,LTRI,mine,spod,4.853618655
2042,LTRI,mine,spod,4.622493957
2043,LTRI,mine,spod,4.402375197
2044,LTRI,mine,spod,4.192738283
2045,LTRI,mine,spod,3.993084079
2046,LTRI,mine,spod,3.802937218
2047,LTRI,mine,spod,3.62184497
2048,LTRI,mine,spod,3.449376161
2049,LTRI,mine,spod,3.285120154
2050,LTRI,mine,spod,3.128685861
2051,LTRI,mine,spod,2.97970082
2052,LTRI,mine,spod,2.837810305
2053,LTRI,mine,spod,2.70267648
2054,LTRI,mine,spod,2.5739776
2055,LTRI,mine,spod,2.451407239
2056,LTRI,mine,spod,2.334673561
2057,LTRI,mine,spod,2.223498629
2058,LTRI,mine,spod,2.117617742
2059,LTRI,mine,spod,2.016778802
2060,LTRI,mine,spod,1.920741716
2061,LTRI,mine,spod,1.829277825
2062,LTRI,mine,spod,1.742169357
2063,LTRI,mine,spod,1.659208911
2064,LTRI,mine,spod,1.580198963
2065,LTRI,mine,spod,1.504951394
2066,LTRI,mine,spod,1.433287041
2067,LTRI,mine,spod,1.365035278
2068,LTRI,mine,spod,1.300033598
2069,LTRI,mine,spod,1.238127236
2070,LTRI,mine,spod,1.179168796
2071,LTRI,mine,spod,1.123017901
2072,LTRI,mine,spod,1.069540858
2073,LTRI,mine,spod,1.018610341
2074,LTRI,mine,spod,0.970105087
2075,LTRI,mine,spod,0.923909606
2076,LTRI,mine,spod,0.879913911
2077,LTRI,mine,spod,0.838013248
2078,LTRI,mine,spod,0.798107856
2079,LTRI,mine,spod,0.76010272
2080,LTRI,mine,spod,0.723907352
2081,LTRI,mine,spod,0.689435573
2082,LTRI,mine,spod,0.656605308
2083,LTRI,mine,spod,0.625338389
2084,LTRI,mine,spod,0.59556037
2085,LTRI,mine,spod,0.567200352
2086,LTRI,mine,spod,0.540190812
2087,LTRI,mine,spod,0.51446744
2088,LTRI,mine,spod,0.48996899
2089,LTRI,mine,spod,0.466637134
2090,LTRI,mine,spod,0.444416318
2091,LTRI,mine,spod,0.423253636
2092,LTRI,mine,spod,0.403098701
2093,LTRI,mine,spod,0.383903525
2094,LTRI,mine,spod,0.365622404
2095,LTRI,mine,spod,0.348211814
2096,LTRI,mine,spod,0.331630299
2097,LTRI,mine,spod,0.31583838
2098,LTRI,mine,spod,0.300798457
2099,LTRI,mine,spod,0.286474721
2100,LTRI,mine,spod,0.272833068
2020,LTRI,mine,clay,100
2021,LTRI,mine,clay,8.872380952
2022,LTRI,mine,clay,8.449886621
2023,LTRI,mine,clay,8.047511068
2024,LTRI,mine,clay,7.664296255
2025,LTRI,mine,clay,7.299329767
2026,LTRI,mine,clay,6.951742635
2027,LTRI,mine,clay,6.620707271
2028,LTRI,mine,clay,6.305435497
2029,LTRI,mine,clay,6.005176663
2030,LTRI,mine,clay,5.71921587
2031,LTRI,mine,clay,5.446872257
2032,LTRI,mine,clay,5.187497388
2033,LTRI,mine,clay,4.940473703
2034,LTRI,mine,clay,4.70521305
2035,LTRI,mine,clay,4.481155286
2036,LTRI,mine,clay,4.267766939
2037,LTRI,mine,clay,4.064539942
2038,LTRI,mine,clay,3.870990421
2039,LTRI,mine,clay,3.686657544
2040,LTRI,mine,clay,3.511102422
2041,LTRI,mine,clay,3.343907069
2042,LTRI,mine,clay,3.184673399
2043,LTRI,mine,clay,3.033022285
2044,LTRI,mine,clay,2.888592652
2045,LTRI,mine,clay,2.751040621
2046,LTRI,mine,clay,2.620038687
2047,LTRI,mine,clay,2.49527494
2048,LTRI,mine,clay,2.376452324
2049,LTRI,mine,clay,2.263287927
2050,LTRI,mine,clay,2.155512312
2051,LTRI,mine,clay,2.052868868
2052,LTRI,mine,clay,1.955113208
2053,LTRI,mine,clay,1.862012579
2054,LTRI,mine,clay,1.773345313
2055,LTRI,mine,clay,1.688900298
2056,LTRI,mine,clay,1.608476475
2057,LTRI,mine,clay,1.531882357
2058,LTRI,mine,clay,1.458935578
2059,LTRI,mine,clay,1.389462455
2060,LTRI,mine,clay,1.323297576
2061,LTRI,mine,clay,1.260283406
2062,LTRI,mine,clay,1.20026991
2063,LTRI,mine,clay,1.1431142
2064,LTRI,mine,clay,1.088680191
2065,LTRI,mine,clay,1.036838277
2066,LTRI,mine,clay,0.987465026
2067,LTRI,mine,clay,0.940442882
2068,LTRI,mine,clay,0.895659887
2069,LTRI,mine,clay,0.853009416
2070,LTRI,mine,clay,0.81238992
2071,LTRI,mine,clay,0.773704686
2072,LTRI,mine,clay,0.736861606
2073,LTRI,mine,clay,0.701772958
2074,LTRI,mine,clay,0.668355198
2075,LTRI,mine,clay,0.63652876
2076,LTRI,mine,clay,0.606217867
2077,LTRI,mine,clay,0.577350349
2078,LTRI,mine,clay,0.549857475
2079,LTRI,mine,clay,0.523673786
2080,LTRI,mine,clay,0.498736939
2081,LTRI,mine,clay,0.474987561
2082,LTRI,mine,clay,0.452369106
2083,LTRI,mine,clay,0.43082772
2084,LTRI,mine,clay,0.410312114
2085,LTRI,mine,clay,0.390773442
2086,LTRI,mine,clay,0.372165183
2087,LTRI,mine,clay,0.354443031
2088,LTRI,mine,clay,0.337564792
2089,LTRI,mine,clay,0.321490278
2090,LTRI,mine,clay,0.306181217
2091,LTRI,mine,clay,0.291601159
2092,LTRI,mine,clay,0.27771539
2093,LTRI,mine,clay,0.264490847
2094,LTRI,mine,clay,0.251896045
2095,LTRI,mine,clay,0.239900995
2096,LTRI,mine,clay,0.228477138
2097,LTRI,mine,clay,0.217597275
2098,LTRI,mine,clay,0.2072355
2099,LTRI,mine,clay,0.197367142
2100,LTRI,mine,clay,0.187968707
2020,NA,mine,brine,100
2021,NA,mine,brine,14.14571429
2022,NA,mine,brine,13.47210884
2023,NA,mine,brine,12.83057985
2024,NA,mine,brine,12.21959986
2025,NA,mine,brine,11.63771415
2026,NA,mine,brine,11.08353729
2027,NA,mine,brine,10.5557498
2028,NA,mine,brine,10.05309504
2029,NA,mine,brine,9.574376233
2030,NA,mine,brine,9.118453555
2031,NA,mine,brine,8.684241481
2032,NA,mine,brine,8.270706172
2033,NA,mine,brine,7.876863021
2034,NA,mine,brine,7.501774306
2035,NA,mine,brine,7.144546958
2036,NA,mine,brine,6.804330436
2037,NA,mine,brine,6.480314701
2038,NA,mine,brine,6.171728287
2039,NA,mine,brine,5.877836464
2040,NA,mine,brine,5.597939489
2041,NA,mine,brine,5.331370942
2042,NA,mine,brine,5.077496135
2043,NA,mine,brine,4.835710605
2044,NA,mine,brine,4.605438671
2045,NA,mine,brine,4.386132068
2046,NA,mine,brine,4.177268636
2047,NA,mine,brine,3.978351082
2048,NA,mine,brine,3.788905792
2049,NA,mine,brine,3.608481707
2050,NA,mine,brine,3.436649245
2051,NA,mine,brine,3.272999281
2052,NA,mine,brine,3.117142172
2053,NA,mine,brine,2.968706831
2054,NA,mine,brine,2.827339839
2055,NA,mine,brine,2.692704608
2056,NA,mine,brine,2.564480579
2057,NA,mine,brine,2.442362457
2058,NA,mine,brine,2.326059482
2059,NA,mine,brine,2.215294745
2060,NA,mine,brine,2.109804519
2061,NA,mine,brine,2.009337637
2062,NA,mine,brine,1.913654893
2063,NA,mine,brine,1.822528469
2064,NA,mine,brine,1.735741399
2065,NA,mine,brine,1.653087047
2066,NA,mine,brine,1.574368616
2067,NA,mine,brine,1.499398682
2068,NA,mine,brine,1.427998745
2069,NA,mine,brine,1.359998805
2070,NA,mine,brine,1.295236957
2071,NA,mine,brine,1.233559006
2072,NA,mine,brine,1.174818101
2073,NA,mine,brine,1.118874382
2074,NA,mine,brine,1.06559465
2075,NA,mine,brine,1.014852047
2076,NA,mine,brine,0.966525759
2077,NA,mine,brine,0.920500723
2078,NA,mine,brine,0.876667355
2079,NA,mine,brine,0.834921291
2080,NA,mine,brine,0.795163134
2081,NA,mine,brine,0.757298223
2082,NA,mine,brine,0.721236403
2083,NA,mine,brine,0.686891812
2084,NA,mine,brine,0.654182678
2085,NA,mine,brine,0.623031122
2086,NA,mine,brine,0.593362974
2087,NA,mine,brine,0.565107594
2088,NA,mine,brine,0.538197708
2089,NA,mine,brine,0.512569246
2090,NA,mine,brine,0.488161187
2091,NA,mine,brine,0.464915416
2092,NA,mine,brine,0.442776587
2093,NA,mine,brine,0.421691987
2094,NA,mine,brine,0.401611416
2095,NA,mine,brine,0.382487063
2096,NA,mine,brine,0.364273394
2097,NA,mine,brine,0.346927042
2098,NA,mine,brine,0.330406706
2099,NA,mine,brine,0.314673054
2100,NA,mine,brine,0.299688622
2020,NA,mine,spod,100
2021,NA,mine,spod,12.87809524
2022,NA,mine,spod,12.26485261
2023,NA,mine,spod,11.68081201
2024,NA,mine,spod,11.12458286
2025,NA,mine,spod,10.59484082
2026,NA,mine,spod,10.09032459
2027,NA,mine,spod,9.609832946
2028,NA,mine,spod,9.152221853
2029,NA,mine,spod,8.716401765
2030,NA,mine,spod,8.301335014
2031,NA,mine,spod,7.906033347
2032,NA,mine,spod,7.529555569
2033,NA,mine,spod,7.171005303
2034,NA,mine,spod,6.82952886
2035,NA,mine,spod,6.5043132
2036,NA,mine,spod,6.194584
2037,NA,mine,spod,5.89960381
2038,NA,mine,spod,5.618670295
2039,NA,mine,spod,5.351114567
2040,NA,mine,spod,5.096299587
2041,NA,mine,spod,4.853618655
2042,NA,mine,spod,4.622493957
2043,NA,mine,spod,4.402375197
2044,NA,mine,spod,4.192738283
2045,NA,mine,spod,3.993084079
2046,NA,mine,spod,3.802937218
2047,NA,mine,spod,3.62184497
2048,NA,mine,spod,3.449376161
2049,NA,mine,spod,3.285120154
2050,NA,mine,spod,3.128685861
2051,NA,mine,spod,2.97970082
2052,NA,mine,spod,2.837810305
2053,NA,mine,spod,2.70267648
2054,NA,mine,spod,2.5739776
2055,NA,mine,spod,2.451407239
2056,NA,mine,spod,2.334673561
2057,NA,mine,spod,2.223498629
2058,NA,mine,spod,2.117617742
2059,NA,mine,spod,2.016778802
2060,NA,mine,spod,1.920741716
2061,NA,mine,spod,1.829277825
2062,NA,mine,spod,1.742169357
2063,NA,mine,spod,1.659208911
2064,NA,mine,spod,1.580198963
2065,NA,mine,spod,1.504951394
2066,NA,mine,spod,1.433287041
2067,NA,mine,spod,1.365035278
2068,NA,mine,spod,1.300033598
2069,NA,mine,spod,1.238127236
2070,NA,mine,spod,1.179168796
2071,NA,mine,spod,1.123017901
2072,NA,mine,spod,1.069540858
2073,NA,mine,spod,1.018610341
2074,NA,mine,spod,0.970105087
2075,NA,mine,spod,0.923909606
2076,NA,mine,spod,0.879913911
2077,NA,mine,spod,0.838013248
2078,NA,mine,spod,0.798107856
2079,NA,mine,spod,0.76010272
2080,NA,mine,spod,0.723907352
2081,NA,mine,spod,0.689435573
2082,NA,mine,spod,0.656605308
2083,NA,mine,spod,0.625338389
2084,NA,mine,spod,0.59556037
2085,NA,mine,spod,0.567200352
2086,NA,mine,spod,0.540190812
2087,NA,mine,spod,0.51446744
2088,NA,mine,spod,0.48996899
2089,NA,mine,spod,0.466637134
2090,NA,mine,spod,0.444416318
2091,NA,mine,spod,0.423253636
2092,NA,mine,spod,0.403098701
2093,NA,mine,spod,0.383903525
2094,NA,mine,spod,0.365622404
2095,NA,mine,spod,0.348211814
2096,NA,mine,spod,0.331630299
2097,NA,mine,spod,0.31583838
2098,NA,mine,spod,0.300798457
2099,NA,mine,spod,0.286474721
2100,NA,mine,spod,0.272833068
2020,NA,mine,clay,100
2021,NA,mine,clay,8.872380952
2022,NA,mine,clay,8.449886621
2023,NA,mine,clay,8.047511068
2024,NA,mine,clay,7.664296255
2025,NA,mine,clay,7.299329767
2026,NA,mine,clay,6.951742635
2027,NA,mine,clay,6.620707271
2028,NA,mine,clay,6.305435497
2029,NA,mine,clay,6.005176663
2030,NA,mine,clay,5.71921587
2031,NA,mine,clay,5.446872257
2032,NA,mine,clay,5.187497388
2033,NA,mine,clay,4.940473703
2034,NA,mine,clay,4.70521305
2035,NA,mine,clay,4.481155286
2036,NA,mine,clay,4.267766939
2037,NA,mine,clay,4.064539942
2038,NA,mine,clay,3.870990421
2039,NA,mine,clay,3.686657544
2040,NA,mine,clay,3.511102422
2041,NA,mine,clay,3.343907069
2042,NA,mine,clay,3.184673399
2043,NA,mine,clay,3.033022285
2044,NA,mine,clay,2.888592652
2045,NA,mine,clay,2.751040621
2046,NA,mine,clay,2.620038687
2047,NA,mine,clay,2.49527494
2048,NA,mine,clay,2.376452324
2049,NA,mine,clay,2.263287927
2050,NA,mine,clay,2.155512312
2051,NA,mine,clay,2.052868868
2052,NA,mine,clay,1.955113208
2053,NA,mine,clay,1.862012579
2054,NA,mine,clay,1.773345313
2055,NA,mine,clay,1.688900298
2056,NA,mine,clay,1.608476475
2057,NA,mine,clay,1.531882357
2058,NA,mine,clay,1.458935578
2059,NA,mine,clay,1.389462455
2060,NA,mine,clay,1.323297576
2061,NA,mine,clay,1.260283406
2062,NA,mine,clay,1.20026991
2063,NA,mine,clay,1.1431142
2064,NA,mine,clay,1.088680191
2065,NA,mine,clay,1.036838277
2066,NA,mine,clay,0.987465026
2067,NA,mine,clay,0.940442882
2068,NA,mine,clay,0.895659887
2069,NA,mine,clay,0.853009416
2070,NA,mine,clay,0.81238992
2071,NA,mine,clay,0.773704686
2072,NA,mine,clay,0.736861606
2073,NA,mine,clay,0.701772958
2074,NA,mine,clay,0.668355198
2075,NA,mine,clay,0.63652876
2076,NA,mine,clay,0.606217867
2077,NA,mine,clay,0.577350349
2078,NA,mine,clay,0.549857475
2079,NA,mine,clay,0.523673786
2080,NA,mine,clay,0.498736939
2081,NA,mine,clay,0.474987561
2082,NA,mine,clay,0.452369106
2083,NA,mine,clay,0.43082772
2084,NA,mine,clay,0.410312114
2085,NA,mine,clay,0.390773442
2086,NA,mine,clay,0.372165183
2087,NA,mine,clay,0.354443031
2088,NA,mine,clay,0.337564792
2089,NA,mine,clay,0.321490278
2090,NA,mine,clay,0.306181217
2091,NA,mine,clay,0.291601159
2092,NA,mine,clay,0.27771539
2093,NA,mine,clay,0.264490847
2094,NA,mine,clay,0.251896045
2095,NA,mine,clay,0.239900995
2096,NA,mine,clay,0.228477138
2097,NA,mine,clay,0.217597275
2098,NA,mine,clay,0.2072355
2099,NA,mine,clay,0.197367142
2100,NA,mine,clay,0.187968707
2020,LAC,mine,brine,100
2021,LAC,mine,brine,14.14571429
2022,LAC,mine,brine,13.47210884
2023,LAC,mine,brine,12.83057985
2024,LAC,mine,brine,12.21959986
2025,LAC,mine,brine,11.63771415
2026,LAC,mine,brine,11.08353729
2027,LAC,mine,brine,10.5557498
2028,LAC,mine,brine,10.05309504
2029,LAC,mine,brine,9.574376233
2030,LAC,mine,brine,9.118453555
2031,LAC,mine,brine,8.684241481
2032,LAC,mine,brine,8.270706172
2033,LAC,mine,brine,7.876863021
2034,LAC,mine,brine,7.501774306
2035,LAC,mine,brine,7.144546958
2036,LAC,mine,brine,6.804330436
2037,LAC,mine,brine,6.480314701
2038,LAC,mine,brine,6.171728287
2039,LAC,mine,brine,5.877836464
2040,LAC,mine,brine,5.597939489
2041,LAC,mine,brine,5.331370942
2042,LAC,mine,brine,5.077496135
2043,LAC,mine,brine,4.835710605
2044,LAC,mine,brine,4.605438671
2045,LAC,mine,brine,4.386132068
2046,LAC,mine,brine,4.177268636
2047,LAC,mine,brine,3.978351082
2048,LAC,mine,brine,3.788905792
2049,LAC,mine,brine,3.608481707
2050,LAC,mine,brine,3.436649245
2051,LAC,mine,brine,3.272999281
2052,LAC,mine,brine,3.117142172
2053,LAC,mine,brine,2.968706831
2054,LAC,mine,brine,2.827339839
2055,LAC,mine,brine,2.692704608
2056,LAC,mine,brine,2.564480579
2057,LAC,mine,brine,2.442362457
2058,LAC,mine,brine,2.326059482
2059,LAC,mine,brine,2.215294745
2060,LAC,mine,brine,2.109804519
2061,LAC,mine,brine,2.009337637
2062,LAC,mine,brine,1.913654893
2063,LAC,mine,brine,1.822528469
2064,LAC,mine,brine,1.735741399
2065,LAC,mine,brine,1.653087047
2066,LAC,mine,brine,1.574368616
2067,LAC,mine,brine,1.499398682
2068,LAC,mine,brine,1.427998745
2069,LAC,mine,brine,1.359998805
2070,LAC,mine,brine,1.295236957
2071,LAC,mine,brine,1.233559006
2072,LAC,mine,brine,1.174818101
2073,LAC,mine,brine,1.118874382
2074,LAC,mine,brine,1.06559465
2075,LAC,mine,brine,1.014852047
2076,LAC,mine,brine,0.966525759
2077,LAC,mine,brine,0.920500723
2078,LAC,mine,brine,0.876667355
2079,LAC,mine,brine,0.834921291
2080,LAC,mine,brine,0.795163134
2081,LAC,mine,brine,0.757298223
2082,LAC,mine,brine,0.721236403
2083,LAC,mine,brine,0.686891812
2084,LAC,mine,brine,0.654182678
2085,LAC,mine,brine,0.623031122
2086,LAC,mine,brine,0.593362974
2087,LAC,mine,brine,0.565107594
2088,LAC,mine,brine,0.538197708
2089,LAC,mine,brine,0.512569246
2090,LAC,mine,brine,0.488161187
2091,LAC,mine,brine,0.464915416
2092,LAC,mine,brine,0.442776587
2093,LAC,mine,brine,0.421691987
2094,LAC,mine,brine,0.401611416
2095,LAC,mine,brine,0.382487063
2096,LAC,mine,brine,0.364273394
2097,LAC,mine,brine,0.346927042
2098,LAC,mine,brine,0.330406706
2099,LAC,mine,brine,0.314673054
2100,LAC,mine,brine,0.299688622
2020,LAC,mine,spod,100
2021,LAC,mine,spod,12.87809524
2022,LAC,mine,spod,12.26485261
2023,LAC,mine,spod,11.68081201
2024,LAC,mine,spod,11.12458286
2025,LAC,mine,spod,10.59484082
2026,LAC,mine,spod,10.09032459
2027,LAC,mine,spod,9.609832946
2028,LAC,mine,spod,9.152221853
2029,LAC,mine,spod,8.716401765
2030,LAC,mine,spod,8.301335014
2031,LAC,mine,spod,7.906033347
2032,LAC,mine,spod,7.529555569
2033,LAC,mine,spod,7.171005303
2034,LAC,mine,spod,6.82952886
2035,LAC,mine,spod,6.5043132
2036,LAC,mine,spod,6.194584
2037,LAC,mine,spod,5.89960381
2038,LAC,mine,spod,5.618670295
2039,LAC,mine,spod,5.351114567
2040,LAC,mine,spod,5.096299587
2041,LAC,mine,spod,4.853618655
2042,LAC,mine,spod,4.622493957
2043,LAC,mine,spod,4.402375197
2044,LAC,mine,spod,4.192738283
2045,LAC,mine,spod,3.993084079
2046,LAC,mine,spod,3.802937218
2047,LAC,mine,spod,3.62184497
2048,LAC,mine,spod,3.449376161
2049,LAC,mine,spod,3.285120154
2050,LAC,mine,spod,3.128685861
2051,LAC,mine,spod,2.97970082
2052,LAC,mine,spod,2.837810305
2053,LAC,mine,spod,2.70267648
2054,LAC,mine,spod,2.5739776
2055,LAC,mine,spod,2.451407239
2056,LAC,mine,spod,2.334673561
2057,LAC,mine,spod,2.223498629
2058,LAC,mine,spod,2.117617742
2059,LAC,mine,spod,2.016778802
2060,LAC,mine,spod,1.920741716
2061,LAC,mine,spod,1.829277825
2062,LAC,mine,spod,1.742169357
2063,LAC,mine,spod,1.659208911
2064,LAC,mine,spod,1.580198963
2065,LAC,mine,spod,1.504951394
2066,LAC,mine,spod,1.433287041
2067,LAC,mine,spod,1.365035278
2068,LAC,mine,spod,1.300033598
2069,LAC,mine,spod,1.238127236
2070,LAC,mine,spod,1.179168796
2071,LAC,mine,spod,1.123017901
2072,LAC,mine,spod,1.069540858
2073,LAC,mine,spod,1.018610341
2074,LAC,mine,spod,0.970105087
2075,LAC,mine,spod,0.923909606
2076,LAC,mine,spod,0.879913911
2077,LAC,mine,spod,0.838013248
2078,LAC,mine,spod,0.798107856
2079,LAC,mine,spod,0.76010272
2080,LAC,mine,spod,0.723907352
2081,LAC,mine,spod,0.689435573
2082,LAC,mine,spod,0.656605308
2083,LAC,mine,spod,0.625338389
2084,LAC,mine,spod,0.59556037
2085,LAC,mine,spod,0.567200352
2086,LAC,mine,spod,0.540190812
2087,LAC,mine,spod,0.51446744
2088,LAC,mine,spod,0.48996899
2089,LAC,mine,spod,0.466637134
2090,LAC,mine,spod,0.444416318
2091,LAC,mine,spod,0.423253636
2092,LAC,mine,spod,0.403098701
2093,LAC,mine,spod,0.383903525
2094,LAC,mine,spod,0.365622404
2095,LAC,mine,spod,0.348211814
2096,LAC,mine,spod,0.331630299
2097,LAC,mine,spod,0.31583838
2098,LAC,mine,spod,0.300798457
2099,LAC,mine,spod,0.286474721
2100,LAC,mine,spod,0.272833068
2020,LAC,mine,clay,100
2021,LAC,mine,clay,8.872380952
2022,LAC,mine,clay,8.449886621
2023,LAC,mine,clay,8.047511068
2024,LAC,mine,clay,7.664296255
2025,LAC,mine,clay,7.299329767
2026,LAC,mine,clay,6.951742635
2027,LAC,mine,clay,6.620707271
2028,LAC,mine,clay,6.305435497
2029,LAC,mine,clay,6.005176663
2030,LAC,mine,clay,5.71921587
2031,LAC,mine,clay,5.446872257
2032,LAC,mine,clay,5.187497388
2033,LAC,mine,clay,4.940473703
2034,LAC,mine,clay,4.70521305
2035,LAC,mine,clay,4.481155286
2036,LAC,mine,clay,4.267766939
2037,LAC,mine,clay,4.064539942
2038,LAC,mine,clay,3.870990421
2039,LAC,mine,clay,3.686657544
2040,LAC,mine,clay,3.511102422
2041,LAC,mine,clay,3.343907069
2042,LAC,mine,clay,3.184673399
2043,LAC,mine,clay,3.033022285
2044,LAC,mine,clay,2.888592652
2045,LAC,mine,clay,2.751040621
2046,LAC,mine,clay,2.620038687
2047,LAC,mine,clay,2.49527494
2048,LAC,mine,clay,2.376452324
2049,LAC,mine,clay,2.263287927
2050,LAC,mine,clay,2.155512312
2051,LAC,mine,clay,2.052868868
2052,LAC,mine,clay,1.955113208
2053,LAC,mine,clay,1.862012579
2054,LAC,mine,clay,1.773345313
2055,LAC,mine,clay,1.688900298
2056,LAC,mine,clay,1.608476475
2057,LAC,mine,clay,1.531882357
2058,LAC,mine,clay,1.458935578
2059,LAC,mine,clay,1.389462455
2060,LAC,mine,clay,1.323297576
2061,LAC,mine,clay,1.260283406
2062,LAC,mine,clay,1.20026991
2063,LAC,mine,clay,1.1431142
2064,LAC,mine,clay,1.088680191
2065,LAC,mine,clay,1.036838277
2066,LAC,mine,clay,0.987465026
2067,LAC,mine,clay,0.940442882
2068,LAC,mine,clay,0.895659887
2069,LAC,mine,clay,0.853009416
2070,LAC,mine,clay,0.81238992
2071,LAC,mine,clay,0.773704686
2072,LAC,mine,clay,0.736861606
2073,LAC,mine,clay,0.701772958
2074,LAC,mine,clay,0.668355198
2075,LAC,mine,clay,0.63652876
2076,LAC,mine,clay,0.606217867
2077,LAC,mine,clay,0.577350349
2078,LAC,mine,clay,0.549857475
2079,LAC,mine,clay,0.523673786
2080,LAC,mine,clay,0.498736939
2081,LAC,mine,clay,0.474987561
2082,LAC,mine,clay,0.452369106
2083,LAC,mine,clay,0.43082772
2084,LAC,mine,clay,0.410312114
2085,LAC,mine,clay,0.390773442
2086,LAC,mine,clay,0.372165183
2087,LAC,mine,clay,0.354443031
2088,LAC,mine,clay,0.337564792
2089,LAC,mine,clay,0.321490278
2090,LAC,mine,clay,0.306181217
2091,LAC,mine,clay,0.291601159
2092,LAC,mine,clay,0.27771539
2093,LAC,mine,clay,0.264490847
2094,LAC,mine,clay,0.251896045
2095,LAC,mine,clay,0.239900995
2096,LAC,mine,clay,0.228477138
2097,LAC,mine,clay,0.217597275
2098,LAC,mine,clay,0.2072355
2099,LAC,mine,clay,0.197367142
2100,LAC,mine,clay,0.187968707
2020,SSA,mine,brine,100
2021,SSA,mine,brine,14.14571429
2022,SSA,mine,brine,13.47210884
2023,SSA,mine,brine,12.83057985
2024,SSA,mine,brine,12.21959986
2025,SSA,mine,brine,11.63771415
2026,SSA,mine,brine,11.08353729
2027,SSA,mine,brine,10.5557498
2028,SSA,mine,brine,10.05309504
