Year,Stage,Input,Output,Cost
2096,cath,lce,lfp,9.30516049570887
2096,cath,loh,nmc,6.742869924426717
2097,cath,lce,lfp,8.862057614960829
2097,cath,loh,nmc,6.421780880406398
2098,cath,lce,lfp,8.440054871391265
2098,cath,loh,nmc,6.115981790863235
2099,cath,lce,lfp,8.038147496563111
2099,cath,loh,nmc,5.824744562726892
2100,cath,lce,lfp,7.655378568155341
2100,cath,loh,nmc,5.5473757740256096
2020,cath,loh,lfp,9999
2020,cath,lce,nmc,9999
2021,cath,loh,lfp,9999
2021,cath,lce,nmc,9999
2022,cath,loh,lfp,9999
2022,cath,lce,nmc,9999
2023,cath,loh,lfp,9999
2023,cath,lce,nmc,9999
2024,cath,loh,lfp,9999
2024,cath,lce,nmc,9999
2025,cath,loh,lfp,9999
2025,cath,lce,nmc,9999
2026,cath,loh,lfp,9999
2026,cath,lce,nmc,9999
2027,cath,loh,lfp,9999
2027,cath,lce,nmc,9999
2028,cath,loh,lfp,9999
2028,cath,lce,nmc,9999
2029,cath,loh,lfp,9999
2029,cath,lce,nmc,9999
2030,cath,loh,lfp,9999
2030,cath,lce,nmc,9999
2031,cath,loh,lfp,9999
2031,cath,lce,nmc,9999
2032,cath,loh,lfp,9999
2032,cath,lce,nmc,9999
2033,cath,loh,lfp,9999
2033,cath,lce,nmc,9999
2034,cath,loh,lfp,9999
2034,cath,lce,nmc,9999
2035,cath,loh,lfp,9999
2035,cath,lce,nmc,9999
2036,cath,loh,lfp,9999
2036,cath,lce,nmc,9999
2037,cath,loh,lfp,9999
2037,cath,lce,nmc,9999
2038,cath,loh,lfp,9999
2038,cath,lce,nmc,9999
2039,cath,loh,lfp,9999
2039,cath,lce,nmc,9999
2040,cath,loh,lfp,9999
2040,cath,lce,nmc,9999
2041,cath,loh,lfp,9999
2041,cath,lce,nmc,9999
2042,cath,loh,lfp,9999
2042,cath,lce,nmc,9999
2043,cath,loh,lfp,9999
2043,cath,lce,nmc,9999
2044,cath,loh,lfp,9999
2044,cath,lce,nmc,9999
2045,cath,loh,lfp,9999
